date,home,away,home_goals,away_goals,home_shots_official,away_shots_official,home_ck,away_ck,home_fk,away_fk,home_first_half_goals,away_first_half_goals,home_second_half_goals,away_second_half_goals,home_livetxt,away_livetxt,home_shots_livetxt,away_shots_livetxt,home_shots_on_target,away_shots_on_target,home_xg,away_xg,livetxt_found,url
2024-11-03,鳥栖,町田,2,1,5,8,3,9,9,8,1,0,1,1,鳥栖,町田,8.0,12.0,3.0,4.0,0.75,0.62,True,https://www.jleague.jp/match/j1/2024/110310/live/
2024-11-09,鹿島,名古屋,0,0,7,6,4,3,22,12,0,0,0,0,鹿島,名古屋,11.0,7.0,0.0,1.0,0.77,0.41,True,https://www.jleague.jp/match/j1/2024/110901/live/
2024-11-09,柏,新潟,1,1,7,9,3,2,5,7,0,0,1,1,柏,新潟,7.0,10.0,4.0,1.0,0.82,0.8,True,https://www.jleague.jp/match/j1/2024/110903/live/
2024-11-09,町田,FC東京,3,0,19,5,3,4,14,15,1,0,2,0,町田,FC東京,21.0,7.0,7.0,4.0,2.21,0.55,True,https://www.jleague.jp/match/j1/2024/110905/live/
2024-11-09,湘南,札幌,1,1,12,17,5,5,14,16,0,0,1,1,湘南,札幌,15.0,18.0,5.0,7.0,1.13,1.03,True,https://www.jleague.jp/match/j1/2024/110906/live/
2024-11-09,磐田,G大阪,3,4,9,11,3,4,15,14,1,2,2,2,磐田,G大阪,15.0,15.0,5.0,6.0,1.52,1.79,True,https://www.jleague.jp/match/j1/2024/110907/live/
2024-11-09,京都,川崎F,1,1,15,6,3,8,16,15,0,0,1,1,京都,川崎F,17.0,11.0,8.0,2.0,2.87,1.17,True,https://www.jleague.jp/match/j1/2024/110908/live/
2024-11-09,C大阪,福岡,1,0,16,7,7,2,13,8,0,0,1,0,C大阪,福岡,20.0,12.0,6.0,1.0,1.71,0.85,True,https://www.jleague.jp/match/j1/2024/110909/live/
2024-11-09,鳥栖,横浜FM,1,2,11,11,5,6,11,19,1,1,0,1,鳥栖,横浜FM,14.0,12.0,4.0,4.0,0.97,1.33,True,https://www.jleague.jp/match/j1/2024/110910/live/
2024-11-10,東京V,神戸,1,1,6,6,4,1,14,15,0,1,1,0,東京V,神戸,8.0,7.0,2.0,4.0,0.46,0.63,True,https://www.jleague.jp/match/j1/2024/111023/live/
2024-11-10,浦和,広島,3,0,12,23,1,13,8,15,1,0,2,0,浦和,広島,12.0,28.0,7.0,6.0,1.08,2.97,True,https://www.jleague.jp/match/j1/2024/111024/live/
2024-11-16,磐田,横浜FM,3,4,11,20,3,7,12,13,1,1,2,3,磐田,横浜FM,20.0,26.0,6.0,6.0,1.58,4.4,True,https://www.jleague.jp/match/j1/2024/111608/live/
2024-11-17,京都,鹿島,0,0,12,14,2,8,19,16,0,0,0,0,京都,鹿島,15.0,18.0,4.0,5.0,1.25,1.41,True,https://www.jleague.jp/match/j1/2024/111709/live/
2024-11-22,浦和,川崎F,1,1,8,7,5,6,16,11,1,0,0,1,浦和,川崎F,10.0,10.0,4.0,2.0,1.31,1.21,True,https://www.jleague.jp/match/j1/2024/112201/live/
2024-11-30,柏,神戸,1,1,10,11,5,5,13,17,1,0,0,1,柏,神戸,11.0,13.0,2.0,4.0,1.13,2.27,True,https://www.jleague.jp/match/j1/2024/113001/live/
2024-11-30,東京V,川崎F,4,5,12,11,6,6,16,10,1,2,3,3,東京V,川崎F,13.0,16.0,5.0,7.0,1.55,2.36,True,https://www.jleague.jp/match/j1/2024/113002/live/
2024-11-30,町田,京都,1,0,14,8,7,5,13,15,0,0,1,0,町田,京都,19.0,11.0,4.0,1.0,1.89,0.68,True,https://www.jleague.jp/match/j1/2024/113003/live/
2024-11-30,湘南,横浜FM,2,3,9,16,3,7,11,16,1,0,1,3,湘南,横浜FM,12.0,20.0,4.0,11.0,1.19,2.76,True,https://www.jleague.jp/match/j1/2024/113004/live/
2024-11-30,新潟,G大阪,0,1,10,7,10,4,9,12,0,1,0,0,新潟,G大阪,10.0,10.0,3.0,4.0,0.95,1.27,True,https://www.jleague.jp/match/j1/2024/113005/live/
2024-11-30,磐田,FC東京,2,1,13,7,4,8,19,15,0,0,2,1,磐田,FC東京,16.0,8.0,2.0,1.0,2.18,1.11,True,https://www.jleague.jp/match/j1/2024/113006/live/
2024-11-30,名古屋,鳥栖,0,3,13,6,6,2,19,14,0,2,0,1,名古屋,鳥栖,14.0,8.0,4.0,4.0,1.44,0.89,True,https://www.jleague.jp/match/j1/2024/113007/live/
2024-11-30,C大阪,鹿島,0,2,14,7,5,3,21,17,0,2,0,0,C大阪,鹿島,18.0,12.0,5.0,5.0,1.53,1.08,True,https://www.jleague.jp/match/j1/2024/113008/live/
2024-11-30,福岡,浦和,1,0,11,11,4,1,9,17,1,0,0,0,福岡,浦和,14.0,14.0,5.0,4.0,0.91,1.2,True,https://www.jleague.jp/match/j1/2024/113010/live/
2024-12-01,広島,札幌,5,1,21,5,6,1,14,22,2,1,3,0,広島,札幌,21.0,6.0,11.0,3.0,2.78,0.76,True,https://www.jleague.jp/match/j1/2024/120110/live/
2024-12-08,札幌,柏,1,0,10,8,8,2,12,13,1,0,0,0,札幌,柏,10.0,12.0,3.0,2.0,1.18,0.97,True,https://www.jleague.jp/match/j1/2024/120801/live/
2024-12-08,鹿島,町田,3,1,10,9,3,9,22,8,3,1,0,0,鹿島,町田,10.0,9.0,5.0,2.0,0.66,0.83,True,https://www.jleague.jp/match/j1/2024/120802/live/
2024-12-08,浦和,新潟,0,0,6,4,5,4,10,7,0,0,0,0,浦和,新潟,8.0,4.0,3.0,0.0,0.5,0.2,True,https://www.jleague.jp/match/j1/2024/120803/live/
2024-12-08,FC東京,C大阪,3,0,10,12,5,6,11,14,2,0,1,0,FC東京,C大阪,13.0,14.0,7.0,4.0,1.79,2.15,True,https://www.jleague.jp/match/j1/2024/120804/live/
2024-12-08,川崎F,福岡,3,1,13,11,9,5,13,7,2,0,1,1,川崎F,福岡,15.0,12.0,7.0,2.0,1.65,1.37,True,https://www.jleague.jp/match/j1/2024/120805/live/
2024-12-08,横浜FM,名古屋,0,2,8,9,6,3,16,18,0,1,0,1,横浜FM,名古屋,9.0,10.0,1.0,3.0,0.48,1.08,True,https://www.jleague.jp/match/j1/2024/120806/live/
2024-12-08,京都,東京V,0,0,13,8,5,6,14,13,0,0,0,0,京都,東京V,16.0,14.0,4.0,5.0,0.94,1.06,True,https://www.jleague.jp/match/j1/2024/120807/live/
2024-12-08,G大阪,広島,3,1,11,10,3,10,17,12,1,0,2,1,G大阪,広島,12.0,19.0,6.0,4.0,2.22,2.14,True,https://www.jleague.jp/match/j1/2024/120808/live/
2024-12-08,神戸,湘南,3,0,14,3,7,1,12,9,2,0,1,0,神戸,湘南,14.0,3.0,5.0,2.0,1.74,0.06,True,https://www.jleague.jp/match/j1/2024/120809/live/
2024-12-08,鳥栖,磐田,3,0,12,10,2,4,12,14,2,0,1,0,鳥栖,磐田,15.0,11.0,6.0,6.0,2.04,0.92,True,https://www.jleague.jp/match/j1/2024/120810/live/
