match_no,date,stage,home,away,home_goals,away_goals,k,margin_multiplier,home_elo_before,away_elo_before,expected_home,actual_home,elo_delta_home,home_elo_after,away_elo_after
133,2026-03-22,regional,カマタマーレ讃岐,奈良クラブ,3,1,10.0,1.0986122886681098,1352.1635167825457,1417.5554948037327,0.4778636430283924,1.0,5.736254181294069,1357.8997709638397,1411.8192406224387
134,2026-03-22,regional,愛媛ＦＣ,高知ユナイテッドSC,1,0,10.0,1.0,1344.496393654491,1367.3306486699923,0.5390151747481096,1.0,4.609848252518905,1349.10624190701,1362.7208004174734
135,2026-03-22,regional,ＦＣ今治,徳島ヴォルティス,2,1,10.0,1.0,1482.7085937185266,1586.5107995154713,0.42318543032379957,1.0,5.768145696762003,1488.4767394152886,1580.7426538187092
136,2026-03-22,regional,ツエーゲン金沢,ＦＣ大阪,0,0,10.0,1.0,1448.8167370605117,1490.704513734299,0.5116723067639903,0.5,-0.11672306763990337,1448.7000139928718,1490.821236801939
137,2026-03-22,regional,ガイナーレ鳥取,鹿児島ユナイテッドＦＣ,0,0,10.0,1.0,1416.8377908970774,1493.2801347876668,0.46201971102600203,0.5,0.37980288973997967,1417.2175937868174,1492.900331897927
138,2026-03-22,regional,レノファ山口ＦＣ,ギラヴァンツ北九州,0,1,10.0,1.0,1442.9238840965077,1405.6075018197525,0.6230780137175168,0.0,-6.230780137175168,1436.6931039593326,1411.8382819569276
139,2026-03-22,regional,レイラック滋賀ＦＣ,サガン鳥栖,0,2,10.0,1.0986122886681098,1353.9664957676348,1492.523333908664,0.3752464742400867,0.0,-4.122503878795406,1349.8439918888394,1496.6458377874594
140,2026-03-28,regional,ザスパ群馬,栃木ＳＣ,1,3,10.0,1.0986122886681098,1390.6959959461585,1449.5958512873578,0.48719487926313404,0.0,-5.352382813346551,1385.343613132812,1454.9482341007044
141,2026-03-28,regional,横浜ＦＣ,湘南ベルマーレ,1,3,10.0,1.0986122886681098,1504.896694010383,1482.7276170866387,0.6023912337570091,0.0,-6.617944119913941,1498.278749890469,1489.3455612065527
142,2026-03-28,regional,ヴァンフォーレ甲府,ＲＢ大宮アルディージャ,2,1,10.0,1.0,1463.4981718278502,1564.4870670845633,0.42714339022858394,1.0,5.728566097714161,1469.2267379255643,1558.7585009868492
143,2026-03-28,regional,藤枝ＭＹＦＣ,北海道コンサドーレ札幌,1,1,10.0,1.0,1443.8385455964506,1466.8713393486437,0.5387311815809399,0.5,-0.3873118158093991,1443.4512337806411,1467.258651164453
144,2026-03-28,regional,ＦＣ岐阜,ＡＣ長野パルセイロ,5,1,10.0,1.6094379124341003,1436.7079912357115,1304.080410783071,0.7410223190173287,1.0,4.168084982477748,1440.8760762181892,1299.9123258005934
145,2026-03-28,regional,奈良クラブ,ツエーゲン金沢,5,1,10.0,1.6094379124341003,1411.8192406224387,1448.7000139928718,0.5188711166414931,1.0,7.743470656442651,1419.5627112788814,1440.9565433364291
146,2026-03-29,regional,ヴァンラーレ八戸,ＳＣ相模原,2,2,10.0,1.0,1494.727503027698,1399.1943239807974,0.6979924610671536,0.5,-1.9799246106715362,1492.7475784170265,1401.174248591469
147,2026-03-29,regional,ブラウブリッツ秋田,ベガルタ仙台,0,0,10.0,1.0,1483.6014205330205,1559.506403764492,0.46278866281702324,0.5,0.37211337182976756,1483.9735339048502,1559.1342903926623
148,2026-03-29,regional,モンテディオ山形,栃木シティ,1,2,10.0,1.0,1531.4815641225402,1491.2000355816033,0.6270781408164811,0.0,-6.270781408164811,1525.2107827143755,1497.470816989768
149,2026-03-29,regional,福島ユナイテッドＦＣ,松本山雅ＦＣ,1,3,10.0,1.0986122886681098,1427.3720840930373,1418.1682738642673,0.5843859389650644,0.0,-6.4201357387187175,1420.9519483543186,1424.588409602986
150,2026-03-29,regional,いわきＦＣ,ジュビロ磐田,1,0,10.0,1.0,1546.998692294578,1497.3775731278852,0.639562380677076,1.0,3.6043761932292395,1550.6030684878071,1493.773196934656
151,2026-03-29,regional,カターレ富山,ＦＣ今治,1,1,10.0,1.0,1449.0917354031778,1488.4767394152886,0.5152714557845142,0.5,-0.15271455784514165,1448.9390208453326,1488.6294539731339
152,2026-03-29,regional,ＦＣ大阪,アルビレックス新潟,0,0,10.0,1.0,1490.821236801939,1436.7017494947077,0.645509858860888,0.5,-1.4550985886088796,1489.36613821333,1438.1568480833166
153,2026-03-29,regional,カマタマーレ讃岐,愛媛ＦＣ,1,0,10.0,1.0,1357.8997709638397,1349.10624190701,0.5838122009371888,1.0,4.1618779906281125,1362.0616489544677,1344.944363916382
154,2026-03-29,regional,徳島ヴォルティス,高知ユナイテッドSC,3,0,10.0,1.3862943611198906,1580.7426538187092,1362.7208004174734,0.8238797828184332,1.0,2.441544639580165,1583.1841984582893,1360.2792557778932
155,2026-03-29,regional,ロアッソ熊本,鹿児島ユナイテッドＦＣ,0,1,10.0,1.0,1430.2367708689114,1492.900331897927,0.4817837368017774,0.0,-4.8178373680177735,1425.4189335008937,1497.7181692659447
156,2026-03-29,regional,レイラック滋賀ＦＣ,テゲバジャーロ宮崎,1,0,10.0,1.0,1349.8439918888394,1512.2544529491543,0.34364635861988463,1.0,6.563536413801154,1356.4075283026405,1505.6909165353532
157,2026-03-29,regional,ガイナーレ鳥取,サガン鳥栖,0,2,10.0,1.0986122886681098,1417.2175937868174,1496.6458377874594,0.45775034161332095,0.0,-5.028901504384196,1412.188692282433,1501.6747392918437
158,2026-03-29,regional,レノファ山口ＦＣ,大分トリニータ,3,1,10.0,1.0986122886681098,1436.6931039593326,1414.2500098085513,0.6027689780674984,1.0,4.3640288213523775,1441.057132780685,1409.885980987199
159,2026-03-29,regional,ギラヴァンツ北九州,ＦＣ琉球,1,0,10.0,1.0,1411.8382819569276,1359.0164560483092,0.6437986839041095,1.0,3.5620131609589043,1415.4002951178866,1355.4544428873503
160,2026-04-04,regional,ベガルタ仙台,ザスパ群馬,2,2,10.0,1.0,1559.1342903926623,1385.343613132812,0.7838495983039953,0.5,-2.8384959830399525,1556.2957944096222,1388.182109115852
161,2026-04-04,regional,栃木シティ,ＳＣ相模原,0,0,10.0,1.0,1497.470816989768,1401.174248591469,0.6989179940791655,0.5,-1.9891799407916555,1495.4816370489764,1403.1634285322607
162,2026-04-04,regional,横浜ＦＣ,ブラウブリッツ秋田,1,2,10.0,1.0,1498.278749890469,1483.9735339048502,0.5915001957685371,0.0,-5.915001957685371,1492.3637479327838,1489.8885358625355
163,2026-04-04,regional,湘南ベルマーレ,栃木ＳＣ,1,1,10.0,1.0,1489.3455612065527,1454.9482341007044,0.619123612168218,0.5,-1.1912361216821798,1488.1543250848706,1456.1394702223865
164,2026-04-04,regional,北海道コンサドーレ札幌,福島ユナイテッドＦＣ,0,2,10.0,1.0986122886681098,1467.258651164453,1420.9519483543186,0.6351525639892047,0.0,-6.977864119775983,1460.280787044677,1427.9298124740947
165,2026-04-04,regional,ＲＢ大宮アルディージャ,ＦＣ岐阜,3,0,10.0,1.3862943611198906,1558.7585009868492,1440.8760762181892,0.7244031413474619,1.0,3.8205837109236915,1562.579084697773,1437.0554925072654
166,2026-04-04,regional,ジュビロ磐田,ヴァンフォーレ甲府,1,0,10.0,1.0,1493.773196934656,1469.2267379255643,0.6056644475826015,1.0,3.9433555241739846,1497.71655245883,1465.2833824013903
167,2026-04-04,regional,藤枝ＭＹＦＣ,ＡＣ長野パルセイロ,0,2,10.0,1.0986122886681098,1443.4512337806411,1299.9123258005934,0.7528925968118548,0.0,-8.271370589047482,1435.1798631915935,1308.183696389641
168,2026-04-04,regional,アルビレックス新潟,ツエーゲン金沢,0,0,10.0,1.0,1438.1568480833166,1440.9565433364291,0.5675118726285944,0.5,-0.6751187262859437,1437.4817293570306,1441.6316620627151
169,2026-04-04,regional,ＦＣ琉球,ロアッソ熊本,0,1,10.0,1.0,1355.4544428873503,1425.4189335008937,0.4713003695588352,0.0,-4.713003695588352,1350.7414391917619,1430.131937196482
170,2026-04-05,regional,ヴァンラーレ八戸,モンテディオ山形,0,2,10.0,1.0986122886681098,1492.7475784170265,1525.2107827143755,0.5252160668616045,0.0,-5.770088252600903,1486.9774901644255,1530.9808709669765
171,2026-04-05,regional,松本山雅ＦＣ,いわきＦＣ,2,2,10.0,1.0,1424.588409602986,1550.6030684878071,0.39231881830398435,0.5,1.0768118169601566,1425.6652214199462,1549.526256670847
172,2026-04-05,regional,ＦＣ今治,愛媛ＦＣ,0,1,10.0,1.0,1488.6294539731339,1344.944363916382,0.7530491190940318,0.0,-7.530491190940318,1481.0989627821937,1352.4748551073221
173,2026-04-05,regional,カターレ富山,奈良クラブ,5,2,10.0,1.3862943611198906,1448.9390208453326,1419.5627112788814,0.6122848673238941,1.0,5.374873021497359,1454.3138938668299,1414.187838257384
174,2026-04-05,regional,徳島ヴォルティス,ＦＣ大阪,1,0,10.0,1.0,1583.1841984582893,1489.36613821333,0.6959071796691648,1.0,3.0409282033083516,1586.2251266615976,1486.3252100100217
175,2026-04-05,regional,高知ユナイテッドSC,カマタマーレ讃岐,2,0,10.0,1.0986122886681098,1360.2792557778932,1362.0616489544677,0.5689486248031065,1.0,4.735583378385953,1365.014839156279,1357.3260655760819
176,2026-04-05,regional,サガン鳥栖,大分トリニータ,0,1,10.0,1.0,1501.6747392918437,1409.885980987199,0.6934294727835251,0.0,-6.934294727835251,1494.7404445640084,1416.8202757150343
177,2026-04-05,regional,テゲバジャーロ宮崎,レノファ山口ＦＣ,3,0,10.0,1.3862943611198906,1505.6909165353532,1441.057132780685,0.6592345782016528,1.0,4.7240118270368985,1510.4149283623901,1436.333120953648
178,2026-04-05,regional,鹿児島ユナイテッドＦＣ,ギラヴァンツ北九州,1,1,10.0,1.0,1497.7181692659447,1415.4002951178866,0.6817190004966487,0.5,-1.8171900049664869,1495.9009792609781,1417.217485122853
179,2026-04-08,regional,栃木ＳＣ,ヴァンラーレ八戸,0,3,10.0,1.3862943611198906,1456.1394702223865,1486.9774901644255,0.5275483793661552,0.0,-7.313373435332378,1448.8260967870542,1494.2908635997578
180,2026-04-11,regional,ヴァンフォーレ甲府,北海道コンサドーレ札幌,2,1,10.0,1.0,1465.2833824013903,1460.280787044677,0.5785003953021651,1.0,4.2149960469783485,1469.4983784483686,1456.0657909976987
181,2026-04-11,regional,ＦＣ岐阜,藤枝ＭＹＦＣ,1,2,10.0,1.0,1437.0554925072654,1435.1798631915935,0.5741051607582669,0.0,-5.741051607582669,1431.3144408996827,1440.9209147991762
182,2026-04-11,regional,ＦＣ大阪,カターレ富山,1,2,10.0,1.0,1486.3252100100217,1454.3138938668299,0.6158795148924161,0.0,-6.1587951489241615,1480.1664148610976,1460.472689015754
183,2026-04-11,regional,大分トリニータ,レノファ山口ＦＣ,1,2,10.0,1.0,1416.8202757150343,1436.333120953648,0.5437622784156038,0.0,-5.437622784156037,1411.3826529308783,1441.770743737804
184,2026-04-12,regional,ブラウブリッツ秋田,湘南ベルマーレ,0,1,10.0,1.0,1489.8885358625355,1488.1543250848706,0.5739061016540505,0.0,-5.739061016540505,1484.149474845995,1493.8933861014111
185,2026-04-12,regional,モンテディオ山形,横浜ＦＣ,1,0,10.0,1.0,1530.9808709669765,1492.3637479327838,0.6248348782261341,1.0,3.7516512177386585,1534.7325221847152,1488.612096715045
186,2026-04-12,regional,栃木ＳＣ,ザスパ群馬,5,1,10.0,1.6094379124341003,1448.8260967870542,1388.182109115852,0.6540564365018581,1.0,5.567746866564632,1454.393843653619,1382.6143622492873
187,2026-04-12,regional,栃木シティ,ヴァンラーレ八戸,2,4,10.0,1.0986122886681098,1495.4816370489764,1494.2908635997578,0.5731409431896388,0.0,-6.296596833269682,1489.1850402157067,1500.5874604330274
188,2026-04-12,regional,ＳＣ相模原,ベガルタ仙台,0,3,10.0,1.3862943611198906,1403.1634285322607,1556.2957944096222,0.35579148296176516,0.0,-4.932317265643786,1398.2311112666168,1561.228111675266
189,2026-04-12,regional,ＡＣ長野パルセイロ,ジュビロ磐田,1,1,10.0,1.0,1308.183696389641,1497.71655245883,0.3093380730251039,0.5,1.906619269748961,1310.09031565939,1495.809933189081
190,2026-04-12,regional,福島ユナイテッドＦＣ,いわきＦＣ,2,3,10.0,1.0,1427.9298124740947,1549.526256670847,0.39839855813211256,0.0,-3.9839855813211256,1423.9458268927735,1553.5102422521682
191,2026-04-12,regional,松本山雅ＦＣ,ＲＢ大宮アルディージャ,4,1,10.0,1.3862943611198906,1425.6652214199462,1562.579084697773,0.3774663130049526,1.0,8.630149398884091,1434.2953708188302,1553.948935298889
192,2026-04-12,regional,カマタマーレ讃岐,徳島ヴォルティス,0,5,10.0,1.75,1357.3260655760819,1586.2251266615976,0.26311788212641113,0.0,-4.604562937212195,1352.7215026388697,1590.8296895988099
193,2026-04-12,regional,愛媛ＦＣ,奈良クラブ,3,2,10.0,1.0,1352.4748551073221,1414.187838257384,0.48315004534335027,1.0,5.168499546566498,1357.6433546538885,1409.0193387108177
194,2026-04-12,regional,高知ユナイテッドSC,アルビレックス新潟,2,1,10.0,1.0,1365.014839156279,1437.4817293570306,0.46771253730389784,1.0,5.322874626961021,1370.3377137832401,1432.1588547300696
195,2026-04-12,regional,ツエーゲン金沢,ＦＣ今治,0,0,10.0,1.0,1441.6316620627151,1481.0989627821937,0.5151531309323538,0.5,-0.1515313093235382,1441.4801307533917,1481.250494091517
196,2026-04-12,regional,レイラック滋賀ＦＣ,ＦＣ琉球,2,1,10.0,1.0,1356.4075283026405,1350.7414391917619,0.5794314231010772,1.0,4.205685768989228,1360.6132140716297,1346.5357534227726
197,2026-04-12,regional,ギラヴァンツ北九州,サガン鳥栖,0,1,10.0,1.0,1417.217485122853,1494.7404445640084,0.46047392354704636,0.0,-4.604739235470464,1412.6127458873825,1499.345183799479
198,2026-04-12,regional,ロアッソ熊本,テゲバジャーロ宮崎,0,5,10.0,1.75,1430.131937196482,1510.4149283623901,0.45652930079535836,0.0,-7.989262763918771,1422.1426744325634,1518.404191126309
199,2026-04-12,regional,鹿児島ユナイテッドＦＣ,ガイナーレ鳥取,3,1,10.0,1.0986122886681098,1495.9009792609781,1412.188692282433,0.6834581136278673,1.0,3.4775680624660943,1499.3785473234443,1408.711124219967
200,2026-04-17,regional,ＦＣ大阪,愛媛ＦＣ,0,1,10.0,1.0,1480.1664148610976,1357.6433546538885,0.7297042463313046,0.0,-7.297042463313046,1472.8693723977844,1364.9403971172017
201,2026-04-18,regional,ベガルタ仙台,栃木シティ,5,0,10.0,1.75,1561.228111675266,1489.1850402157067,0.6687498829703065,1.0,5.7968770480196365,1567.0249887232858,1483.388163167687
202,2026-04-18,regional,湘南ベルマーレ,ザスパ群馬,1,2,10.0,1.0,1493.8933861014111,1382.6143622492873,0.7167498955426232,0.0,-7.1674989554262325,1486.7258871459849,1389.7818612047136
203,2026-04-18,regional,北海道コンサドーレ札幌,松本山雅ＦＣ,2,1,10.0,1.0,1456.0657909976987,1434.2953708188302,0.601841450795275,1.0,3.9815854920472504,1460.047376489746,1430.3137853267829
204,2026-04-18,regional,ＲＢ大宮アルディージャ,ジュビロ磐田,1,2,10.0,1.0,1553.948935298889,1495.809933189081,0.650786497080929,0.0,-6.5078649708092895,1547.4410703280796,1502.3177981598903
205,2026-04-18,regional,ヴァンフォーレ甲府,藤枝ＭＹＦＣ,0,1,10.0,1.0,1469.4983784483686,1440.9209147991762,0.6111926513264672,0.0,-6.111926513264672,1463.3864519351039,1447.032841312441
206,2026-04-18,regional,アルビレックス新潟,ＦＣ今治,1,0,10.0,1.0,1432.1588547300696,1481.250494091517,0.5013072330623574,1.0,4.986927669376426,1437.145782399446,1476.2635664221407
207,2026-04-18,regional,奈良クラブ,カマタマーレ讃岐,1,1,10.0,1.0,1409.0193387108177,1352.7215026388697,0.6483739891214078,0.5,-1.4837398912140776,1407.5355988196036,1354.2052425300838
