date,competition,season,home,away,home_goals,away_goals
2023-11-12,J3,2023,ＳＣ相模原,ＦＣ大阪,5,0
2023-11-18,J3,2023,奈良クラブ,ＳＣ相模原,2,1
2023-11-18,J3,2023,松本山雅ＦＣ,横浜スポーツ&カルチャークラブ,0,2
2023-11-18,J3,2023,ＦＣ大阪,テゲバジャーロ宮崎,1,1
2023-11-19,J3,2023,いわてグルージャ盛岡,ＦＣ岐阜,2,1
2023-11-19,J3,2023,アスルクラロ沼津,カマタマーレ讃岐,1,2
2023-11-19,J3,2023,ガイナーレ鳥取,ＦＣ琉球,3,2
2023-11-19,J3,2023,ヴァンラーレ八戸,カターレ富山,1,0
2023-11-19,J3,2023,福島ユナイテッドＦＣ,愛媛ＦＣ,4,1
2023-11-19,J3,2023,ＡＣ長野パルセイロ,ギラヴァンツ北九州,2,2
2023-11-19,J3,2023,ＦＣ今治,鹿児島ユナイテッドＦＣ,2,1
2023-11-25,J3,2023,ＦＣ今治,ＦＣ大阪,3,1
2023-11-25,J3,2023,ＦＣ琉球,ＦＣ岐阜,0,1
2023-11-26,J3,2023,カマタマーレ讃岐,松本山雅ＦＣ,0,0
2023-11-26,J3,2023,ギラヴァンツ北九州,福島ユナイテッドＦＣ,1,2
2023-11-26,J3,2023,テゲバジャーロ宮崎,カターレ富山,0,6
2023-11-26,J3,2023,奈良クラブ,ガイナーレ鳥取,1,2
2023-11-26,J3,2023,愛媛ＦＣ,ヴァンラーレ八戸,1,2
2023-11-26,J3,2023,横浜スポーツ&カルチャークラブ,ＡＣ長野パルセイロ,1,1
2023-11-26,J3,2023,鹿児島ユナイテッドＦＣ,アスルクラロ沼津,2,0
2023-11-26,J3,2023,ＳＣ相模原,いわてグルージャ盛岡,0,0
2023-12-02,J3,2023,いわてグルージャ盛岡,カマタマーレ讃岐,1,0
2023-12-02,J3,2023,アスルクラロ沼津,ＦＣ今治,2,3
2023-12-02,J3,2023,カターレ富山,横浜スポーツ&カルチャークラブ,2,1
2023-12-02,J3,2023,ガイナーレ鳥取,鹿児島ユナイテッドＦＣ,1,1
2023-12-02,J3,2023,ヴァンラーレ八戸,ＳＣ相模原,0,0
2023-12-02,J3,2023,松本山雅ＦＣ,奈良クラブ,0,1
2023-12-02,J3,2023,福島ユナイテッドＦＣ,ＦＣ琉球,0,0
2023-12-02,J3,2023,ＡＣ長野パルセイロ,テゲバジャーロ宮崎,2,2
2023-12-02,J3,2023,ＦＣ大阪,愛媛ＦＣ,1,2
2023-12-02,J3,2023,ＦＣ岐阜,ギラヴァンツ北九州,0,1
2024-02-24,J3,2024,ギラヴァンツ北九州,ＳＣ相模原,0,1
2024-02-24,J3,2024,大宮アルディージャ,ヴァンラーレ八戸,4,1
2024-02-24,J3,2024,奈良クラブ,ＦＣ琉球,1,2
2024-02-24,J3,2024,ＦＣ岐阜,福島ユナイテッドＦＣ,4,1
2024-02-25,J3,2024,アスルクラロ沼津,ツエーゲン金沢,3,0
2024-02-25,J3,2024,カマタマーレ讃岐,いわてグルージャ盛岡,1,1
2024-02-25,J3,2024,テゲバジャーロ宮崎,松本山雅ＦＣ,1,2
2024-02-25,J3,2024,横浜スポーツ&カルチャークラブ,カターレ富山,1,1
2024-02-25,J3,2024,ＦＣ今治,ガイナーレ鳥取,1,0
2024-02-25,J3,2024,ＦＣ大阪,ＡＣ長野パルセイロ,2,1
2024-03-02,J3,2024,アスルクラロ沼津,ガイナーレ鳥取,4,0
2024-03-02,J3,2024,カマタマーレ讃岐,カターレ富山,0,0
2024-03-02,J3,2024,ギラヴァンツ北九州,いわてグルージャ盛岡,1,1
2024-03-02,J3,2024,テゲバジャーロ宮崎,福島ユナイテッドＦＣ,1,2
2024-03-02,J3,2024,大宮アルディージャ,ＦＣ岐阜,1,0
2024-03-02,J3,2024,ＦＣ琉球,松本山雅ＦＣ,2,2
2024-03-02,J3,2024,ＳＣ相模原,ヴァンラーレ八戸,1,0
2024-03-03,J3,2024,ツエーゲン金沢,ＦＣ今治,1,3
2024-03-03,J3,2024,奈良クラブ,ＡＣ長野パルセイロ,1,1
2024-03-03,J3,2024,横浜スポーツ&カルチャークラブ,ＦＣ大阪,0,2
2024-03-09,J3,2024,カターレ富山,奈良クラブ,1,1
2024-03-09,J3,2024,ツエーゲン金沢,ＦＣ大阪,2,6
2024-03-09,J3,2024,松本山雅ＦＣ,横浜スポーツ&カルチャークラブ,1,1
2024-03-09,J3,2024,ＡＣ長野パルセイロ,ＳＣ相模原,1,1
2024-03-10,J3,2024,ガイナーレ鳥取,テゲバジャーロ宮崎,1,1
2024-03-10,J3,2024,ＦＣ今治,アスルクラロ沼津,1,0
2024-03-10,J3,2024,ＦＣ岐阜,カマタマーレ讃岐,4,3
2024-03-16,J3,2024,アスルクラロ沼津,ギラヴァンツ北九州,1,0
2024-03-16,J3,2024,カマタマーレ讃岐,ＡＣ長野パルセイロ,1,1
2024-03-16,J3,2024,テゲバジャーロ宮崎,ツエーゲン金沢,0,2
2024-03-16,J3,2024,大宮アルディージャ,奈良クラブ,2,0
2024-03-16,J3,2024,横浜スポーツ&カルチャークラブ,ＦＣ今治,0,2
2024-03-16,J3,2024,ＦＣ大阪,ＦＣ岐阜,0,0
2024-03-17,J3,2024,いわてグルージャ盛岡,ガイナーレ鳥取,1,3
2024-03-17,J3,2024,ヴァンラーレ八戸,カターレ富山,2,0
2024-03-17,J3,2024,福島ユナイテッドＦＣ,松本山雅ＦＣ,1,0
2024-03-17,J3,2024,ＳＣ相模原,ＦＣ琉球,0,0
2024-03-20,J3,2024,カターレ富山,ツエーゲン金沢,1,0
2024-03-20,J3,2024,ガイナーレ鳥取,カマタマーレ讃岐,1,1
2024-03-20,J3,2024,ギラヴァンツ北九州,ＦＣ大阪,0,0
2024-03-20,J3,2024,テゲバジャーロ宮崎,アスルクラロ沼津,1,1
2024-03-20,J3,2024,奈良クラブ,ヴァンラーレ八戸,1,0
2024-03-20,J3,2024,松本山雅ＦＣ,いわてグルージャ盛岡,1,0
2024-03-20,J3,2024,ＡＣ長野パルセイロ,福島ユナイテッドＦＣ,2,1
2024-03-20,J3,2024,ＦＣ今治,ＦＣ岐阜,0,2
2024-03-20,J3,2024,ＦＣ琉球,横浜スポーツ&カルチャークラブ,2,1
2024-03-20,J3,2024,ＳＣ相模原,大宮アルディージャ,1,1
2024-03-23,J3,2024,大宮アルディージャ,テゲバジャーロ宮崎,3,1
2024-03-23,J3,2024,ＦＣ大阪,松本山雅ＦＣ,0,0
2024-03-24,J3,2024,アスルクラロ沼津,ＦＣ琉球,2,1
2024-03-24,J3,2024,カマタマーレ讃岐,奈良クラブ,1,1
2024-03-24,J3,2024,ツエーゲン金沢,ＳＣ相模原,1,0
2024-03-24,J3,2024,ヴァンラーレ八戸,ＡＣ長野パルセイロ,1,1
2024-03-24,J3,2024,横浜スポーツ&カルチャークラブ,ガイナーレ鳥取,1,1
2024-03-24,J3,2024,福島ユナイテッドＦＣ,カターレ富山,0,0
2024-03-24,J3,2024,ＦＣ今治,ギラヴァンツ北九州,0,1
2024-03-24,J3,2024,ＦＣ岐阜,いわてグルージャ盛岡,3,1
2024-03-30,J3,2024,ＡＣ長野パルセイロ,アスルクラロ沼津,3,1
2024-03-30,J3,2024,ＦＣ大阪,ＦＣ今治,0,0
2024-03-30,J3,2024,ＦＣ琉球,カターレ富山,3,1
2024-03-30,J3,2024,ＳＣ相模原,カマタマーレ讃岐,2,1
2024-03-31,J3,2024,いわてグルージャ盛岡,テゲバジャーロ宮崎,1,0
2024-03-31,J3,2024,ガイナーレ鳥取,ヴァンラーレ八戸,0,0
2024-03-31,J3,2024,ギラヴァンツ北九州,大宮アルディージャ,1,1
2024-03-31,J3,2024,奈良クラブ,ツエーゲン金沢,3,3
2024-03-31,J3,2024,松本山雅ＦＣ,ＦＣ岐阜,1,2
2024-03-31,J3,2024,福島ユナイテッドＦＣ,横浜スポーツ&カルチャークラブ,0,1
2024-04-06,J3,2024,アスルクラロ沼津,いわてグルージャ盛岡,4,1
2024-04-06,J3,2024,カターレ富山,ギラヴァンツ北九州,1,0
2024-04-06,J3,2024,ガイナーレ鳥取,福島ユナイテッドＦＣ,1,0
2024-04-06,J3,2024,ツエーゲン金沢,松本山雅ＦＣ,6,1
2024-04-06,J3,2024,テゲバジャーロ宮崎,奈良クラブ,2,1
2024-04-06,J3,2024,大宮アルディージャ,ＦＣ大阪,1,0
2024-04-06,J3,2024,ＦＣ今治,ＡＣ長野パルセイロ,3,3
2024-04-06,J3,2024,ＳＣ相模原,ＦＣ岐阜,1,1
2024-04-07,J3,2024,カマタマーレ讃岐,横浜スポーツ&カルチャークラブ,0,2
2024-04-07,J3,2024,ヴァンラーレ八戸,ＦＣ琉球,1,1
2024-04-10,J3,2024,いわてグルージャ盛岡,奈良クラブ,2,1
2024-04-10,J3,2024,アスルクラロ沼津,ＳＣ相模原,2,1
2024-04-10,J3,2024,ギラヴァンツ北九州,ＦＣ琉球,2,0
2024-04-10,J3,2024,テゲバジャーロ宮崎,ＦＣ今治,1,2
2024-04-10,J3,2024,横浜スポーツ&カルチャークラブ,大宮アルディージャ,0,1
2024-04-10,J3,2024,福島ユナイテッドＦＣ,ツエーゲン金沢,2,2
2024-04-10,J3,2024,ＡＣ長野パルセイロ,ガイナーレ鳥取,0,2
2024-04-10,J3,2024,ＦＣ大阪,ヴァンラーレ八戸,2,0
2024-04-10,J3,2024,ＦＣ岐阜,カターレ富山,1,1
2024-04-13,J3,2024,奈良クラブ,松本山雅ＦＣ,2,2
2024-04-13,J3,2024,ＳＣ相模原,福島ユナイテッドＦＣ,1,0
2024-04-14,J3,2024,いわてグルージャ盛岡,ＦＣ大阪,0,1
2024-04-14,J3,2024,カターレ富山,ガイナーレ鳥取,2,0
2024-04-14,J3,2024,ギラヴァンツ北九州,カマタマーレ讃岐,1,1
2024-04-14,J3,2024,ツエーゲン金沢,横浜スポーツ&カルチャークラブ,3,1
2024-04-14,J3,2024,ヴァンラーレ八戸,ＦＣ今治,0,1
2024-04-14,J3,2024,大宮アルディージャ,アスルクラロ沼津,1,1
2024-04-14,J3,2024,ＦＣ岐阜,テゲバジャーロ宮崎,1,2
2024-04-14,J3,2024,ＦＣ琉球,ＡＣ長野パルセイロ,4,3
2024-04-20,J3,2024,いわてグルージャ盛岡,ＦＣ琉球,1,1
2024-04-20,J3,2024,松本山雅ＦＣ,カマタマーレ讃岐,2,1
2024-04-21,J3,2024,ヴァンラーレ八戸,ギラヴァンツ北九州,0,0
2024-04-21,J3,2024,福島ユナイテッドＦＣ,大宮アルディージャ,1,2
2024-04-27,J3,2024,テゲバジャーロ宮崎,ＳＣ相模原,1,1
2024-04-27,J3,2024,横浜スポーツ&カルチャークラブ,奈良クラブ,1,1
2024-04-27,J3,2024,ＡＣ長野パルセイロ,ギラヴァンツ北九州,3,2
2024-04-27,J3,2024,ＦＣ今治,大宮アルディージャ,1,4
2024-04-28,J3,2024,カマタマーレ讃岐,ヴァンラーレ八戸,1,1
2024-04-28,J3,2024,ガイナーレ鳥取,ＦＣ琉球,2,1
2024-04-28,J3,2024,ツエーゲン金沢,ＦＣ岐阜,0,0
2024-04-28,J3,2024,松本山雅ＦＣ,カターレ富山,3,1
2024-04-28,J3,2024,福島ユナイテッドＦＣ,いわてグルージャ盛岡,9,0
2024-04-28,J3,2024,ＦＣ大阪,アスルクラロ沼津,2,2
2024-05-03,J3,2024,いわてグルージャ盛岡,ツエーゲン金沢,0,2
2024-05-03,J3,2024,アスルクラロ沼津,福島ユナイテッドＦＣ,0,1
2024-05-03,J3,2024,カターレ富山,テゲバジャーロ宮崎,1,1
2024-05-03,J3,2024,ガイナーレ鳥取,大宮アルディージャ,0,3
2024-05-03,J3,2024,ギラヴァンツ北九州,横浜スポーツ&カルチャークラブ,0,1
2024-05-03,J3,2024,奈良クラブ,ＦＣ今治,2,1
2024-05-03,J3,2024,松本山雅ＦＣ,ヴァンラーレ八戸,1,2
2024-05-03,J3,2024,ＡＣ長野パルセイロ,ＦＣ岐阜,2,1
2024-05-03,J3,2024,ＦＣ琉球,カマタマーレ讃岐,0,0
2024-05-03,J3,2024,ＳＣ相模原,ＦＣ大阪,0,0
2024-05-06,J3,2024,カマタマーレ讃岐,アスルクラロ沼津,1,0
2024-05-06,J3,2024,ツエーゲン金沢,ガイナーレ鳥取,3,3
2024-05-06,J3,2024,テゲバジャーロ宮崎,ＡＣ長野パルセイロ,0,1
2024-05-06,J3,2024,ヴァンラーレ八戸,いわてグルージャ盛岡,4,1
2024-05-06,J3,2024,大宮アルディージャ,松本山雅ＦＣ,0,2
2024-05-06,J3,2024,横浜スポーツ&カルチャークラブ,ＳＣ相模原,0,0
2024-05-06,J3,2024,福島ユナイテッドＦＣ,奈良クラブ,2,1
2024-05-06,J3,2024,ＦＣ今治,カターレ富山,0,2
2024-05-06,J3,2024,ＦＣ大阪,ＦＣ琉球,0,1
2024-05-06,J3,2024,ＦＣ岐阜,ギラヴァンツ北九州,0,1
2024-05-18,J3,2024,いわてグルージャ盛岡,横浜スポーツ&カルチャークラブ,0,1
2024-05-18,J3,2024,カターレ富山,ＦＣ大阪,2,0
2024-05-18,J3,2024,カマタマーレ讃岐,大宮アルディージャ,0,2
2024-05-18,J3,2024,奈良クラブ,ＦＣ岐阜,2,1
2024-05-18,J3,2024,松本山雅ＦＣ,ギラヴァンツ北九州,1,1
2024-05-18,J3,2024,ＡＣ長野パルセイロ,ツエーゲン金沢,1,2
2024-05-18,J3,2024,ＦＣ今治,福島ユナイテッドＦＣ,1,2
2024-05-18,J3,2024,ＦＣ琉球,テゲバジャーロ宮崎,2,1
2024-05-19,J3,2024,アスルクラロ沼津,ヴァンラーレ八戸,0,0
2024-05-19,J3,2024,ガイナーレ鳥取,ＳＣ相模原,0,3
2024-06-01,J3,2024,大宮アルディージャ,ＡＣ長野パルセイロ,4,1
2024-06-01,J3,2024,松本山雅ＦＣ,ＦＣ今治,1,2
2024-06-02,J3,2024,アスルクラロ沼津,カターレ富山,1,0
2024-06-02,J3,2024,ギラヴァンツ北九州,ガイナーレ鳥取,1,0
2024-06-02,J3,2024,ヴァンラーレ八戸,ツエーゲン金沢,2,2
2024-06-02,J3,2024,横浜スポーツ&カルチャークラブ,テゲバジャーロ宮崎,0,2
2024-06-02,J3,2024,福島ユナイテッドＦＣ,カマタマーレ讃岐,0,1
2024-06-02,J3,2024,ＦＣ大阪,奈良クラブ,0,0
2024-06-02,J3,2024,ＦＣ岐阜,ＦＣ琉球,2,2
2024-06-02,J3,2024,ＳＣ相模原,いわてグルージャ盛岡,2,1
2024-06-08,J3,2024,ガイナーレ鳥取,松本山雅ＦＣ,0,4
2024-06-08,J3,2024,奈良クラブ,ＳＣ相模原,2,1
2024-06-08,J3,2024,ＡＣ長野パルセイロ,横浜スポーツ&カルチャークラブ,4,0
2024-06-08,J3,2024,ＦＣ岐阜,アスルクラロ沼津,1,5
2024-06-08,J3,2024,ＦＣ琉球,ＦＣ今治,1,0
2024-06-09,J3,2024,カマタマーレ讃岐,ＦＣ大阪,0,1
2024-06-09,J3,2024,ツエーゲン金沢,大宮アルディージャ,0,1
2024-06-09,J3,2024,テゲバジャーロ宮崎,ギラヴァンツ北九州,1,1
2024-06-09,J3,2024,福島ユナイテッドＦＣ,ヴァンラーレ八戸,2,0
2024-06-15,J3,2024,横浜スポーツ&カルチャークラブ,ＦＣ岐阜,1,2
2024-06-15,J3,2024,ＦＣ大阪,ガイナーレ鳥取,2,1
2024-06-16,J3,2024,いわてグルージャ盛岡,ＡＣ長野パルセイロ,3,2
2024-06-16,J3,2024,カターレ富山,大宮アルディージャ,1,1
2024-06-16,J3,2024,カマタマーレ讃岐,ツエーゲン金沢,0,1
2024-06-16,J3,2024,ギラヴァンツ北九州,奈良クラブ,2,1
2024-06-16,J3,2024,ヴァンラーレ八戸,テゲバジャーロ宮崎,0,0
2024-06-16,J3,2024,松本山雅ＦＣ,アスルクラロ沼津,4,0
2024-06-16,J3,2024,ＦＣ今治,ＳＣ相模原,2,1
2024-06-16,J3,2024,ＦＣ琉球,福島ユナイテッドＦＣ,1,2
2024-06-22,J3,2024,いわてグルージャ盛岡,ＦＣ今治,0,0
2024-06-22,J3,2024,ガイナーレ鳥取,ＦＣ岐阜,2,4
2024-06-22,J3,2024,テゲバジャーロ宮崎,カマタマーレ讃岐,3,3
2024-06-22,J3,2024,大宮アルディージャ,ＦＣ琉球,3,2
2024-06-22,J3,2024,ＡＣ長野パルセイロ,カターレ富山,2,3
2024-06-22,J3,2024,ＳＣ相模原,松本山雅ＦＣ,3,2
2024-06-23,J3,2024,アスルクラロ沼津,奈良クラブ,3,0
2024-06-23,J3,2024,ツエーゲン金沢,ギラヴァンツ北九州,1,1
2024-06-23,J3,2024,ヴァンラーレ八戸,横浜スポーツ&カルチャークラブ,1,0
2024-06-23,J3,2024,福島ユナイテッドＦＣ,ＦＣ大阪,2,0
2024-06-26,J3,2024,カターレ富山,いわてグルージャ盛岡,3,0
2024-06-29,J3,2024,カターレ富山,ＳＣ相模原,0,0
2024-06-29,J3,2024,ギラヴァンツ北九州,福島ユナイテッドＦＣ,2,1
2024-06-29,J3,2024,大宮アルディージャ,いわてグルージャ盛岡,2,0
2024-06-29,J3,2024,奈良クラブ,ガイナーレ鳥取,2,2
2024-06-29,J3,2024,松本山雅ＦＣ,ＡＣ長野パルセイロ,1,1
2024-06-29,J3,2024,横浜スポーツ&カルチャークラブ,アスルクラロ沼津,1,0
2024-06-29,J3,2024,ＦＣ大阪,テゲバジャーロ宮崎,4,1
2024-06-29,J3,2024,ＦＣ岐阜,ヴァンラーレ八戸,1,2
2024-06-30,J3,2024,ＦＣ今治,カマタマーレ讃岐,2,1
2024-06-30,J3,2024,ＦＣ琉球,ツエーゲン金沢,1,2
2024-07-06,J3,2024,いわてグルージャ盛岡,ＳＣ相模原,0,1
2024-07-06,J3,2024,アスルクラロ沼津,大宮アルディージャ,3,1
2024-07-06,J3,2024,ガイナーレ鳥取,ギラヴァンツ北九州,1,2
2024-07-06,J3,2024,ツエーゲン金沢,ＡＣ長野パルセイロ,3,0
2024-07-06,J3,2024,テゲバジャーロ宮崎,ＦＣ岐阜,0,1
2024-07-06,J3,2024,ヴァンラーレ八戸,松本山雅ＦＣ,1,0
2024-07-06,J3,2024,ＦＣ大阪,カターレ富山,0,0
2024-07-07,J3,2024,カマタマーレ讃岐,ＦＣ琉球,0,1
2024-07-07,J3,2024,奈良クラブ,横浜スポーツ&カルチャークラブ,2,2
2024-07-07,J3,2024,福島ユナイテッドＦＣ,ＦＣ今治,2,3
2024-07-13,J3,2024,カターレ富山,ＦＣ琉球,3,0
2024-07-13,J3,2024,ヴァンラーレ八戸,ガイナーレ鳥取,1,0
2024-07-13,J3,2024,大宮アルディージャ,カマタマーレ讃岐,1,0
2024-07-13,J3,2024,横浜スポーツ&カルチャークラブ,福島ユナイテッドＦＣ,2,1
2024-07-13,J3,2024,ＡＣ長野パルセイロ,いわてグルージャ盛岡,0,0
2024-07-13,J3,2024,ＦＣ岐阜,奈良クラブ,1,1
2024-07-13,J3,2024,ＳＣ相模原,アスルクラロ沼津,1,0
2024-07-14,J3,2024,ギラヴァンツ北九州,テゲバジャーロ宮崎,1,0
2024-07-14,J3,2024,松本山雅ＦＣ,ＦＣ大阪,2,0
2024-07-14,J3,2024,ＦＣ今治,ツエーゲン金沢,3,0
2024-07-20,J3,2024,アスルクラロ沼津,ＦＣ岐阜,2,1
2024-07-20,J3,2024,ガイナーレ鳥取,横浜スポーツ&カルチャークラブ,1,1
2024-07-20,J3,2024,ギラヴァンツ北九州,松本山雅ＦＣ,0,0
2024-07-20,J3,2024,ツエーゲン金沢,ヴァンラーレ八戸,1,0
2024-07-20,J3,2024,福島ユナイテッドＦＣ,テゲバジャーロ宮崎,3,0
2024-07-20,J3,2024,ＡＣ長野パルセイロ,ＦＣ今治,0,2
2024-07-20,J3,2024,ＦＣ大阪,大宮アルディージャ,0,0
2024-07-21,J3,2024,いわてグルージャ盛岡,カターレ富山,0,1
2024-07-21,J3,2024,カマタマーレ讃岐,ＳＣ相模原,0,0
2024-07-21,J3,2024,ＦＣ琉球,奈良クラブ,1,4
2024-07-27,J3,2024,カターレ富山,ＡＣ長野パルセイロ,2,0
2024-07-27,J3,2024,テゲバジャーロ宮崎,大宮アルディージャ,0,2
2024-07-27,J3,2024,奈良クラブ,アスルクラロ沼津,2,3
2024-07-27,J3,2024,松本山雅ＦＣ,福島ユナイテッドＦＣ,1,1
2024-07-27,J3,2024,横浜スポーツ&カルチャークラブ,ヴァンラーレ八戸,1,1
2024-07-27,J3,2024,ＦＣ今治,いわてグルージャ盛岡,2,1
2024-07-27,J3,2024,ＦＣ大阪,カマタマーレ讃岐,1,3
2024-07-27,J3,2024,ＦＣ琉球,ギラヴァンツ北九州,0,1
2024-07-27,J3,2024,ＳＣ相模原,ツエーゲン金沢,0,1
2024-07-28,J3,2024,ＦＣ岐阜,ガイナーレ鳥取,0,1
2024-08-17,J3,2024,いわてグルージャ盛岡,アスルクラロ沼津,0,3
2024-08-17,J3,2024,ガイナーレ鳥取,奈良クラブ,2,1
2024-08-17,J3,2024,ギラヴァンツ北九州,カターレ富山,2,0
2024-08-17,J3,2024,ヴァンラーレ八戸,ＦＣ岐阜,4,1
2024-08-17,J3,2024,大宮アルディージャ,ツエーゲン金沢,2,0
2024-08-17,J3,2024,松本山雅ＦＣ,ＳＣ相模原,3,2
2024-08-17,J3,2024,横浜スポーツ&カルチャークラブ,カマタマーレ讃岐,1,2
2024-08-17,J3,2024,福島ユナイテッドＦＣ,ＦＣ琉球,0,1
2024-08-17,J3,2024,ＡＣ長野パルセイロ,テゲバジャーロ宮崎,3,1
2024-08-17,J3,2024,ＦＣ今治,ＦＣ大阪,1,1
2024-08-24,J3,2024,アスルクラロ沼津,ＦＣ今治,1,2
2024-08-24,J3,2024,カターレ富山,松本山雅ＦＣ,3,0
2024-08-24,J3,2024,ガイナーレ鳥取,ＦＣ大阪,2,1
2024-08-24,J3,2024,ツエーゲン金沢,ＦＣ琉球,1,2
2024-08-24,J3,2024,テゲバジャーロ宮崎,いわてグルージャ盛岡,3,0
2024-08-24,J3,2024,ヴァンラーレ八戸,ＳＣ相模原,2,1
2024-08-24,J3,2024,奈良クラブ,ギラヴァンツ北九州,0,2
2024-08-25,J3,2024,ＦＣ岐阜,横浜スポーツ&カルチャークラブ,5,1
2024-08-30,J3,2024,ＦＣ大阪,ツエーゲン金沢,1,1
2024-08-31,J3,2024,カターレ富山,アスルクラロ沼津,5,1
2024-08-31,J3,2024,テゲバジャーロ宮崎,ヴァンラーレ八戸,3,2
2024-08-31,J3,2024,大宮アルディージャ,横浜スポーツ&カルチャークラブ,3,0
2024-08-31,J3,2024,福島ユナイテッドＦＣ,ギラヴァンツ北九州,1,0
2024-08-31,J3,2024,ＦＣ今治,奈良クラブ,6,0
2024-08-31,J3,2024,ＦＣ岐阜,松本山雅ＦＣ,0,1
2024-08-31,J3,2024,ＦＣ琉球,ガイナーレ鳥取,3,1
2024-08-31,J3,2024,ＳＣ相模原,ＡＣ長野パルセイロ,1,1
2024-09-01,J3,2024,いわてグルージャ盛岡,カマタマーレ讃岐,1,2
2024-09-06,J3,2024,ヴァンラーレ八戸,福島ユナイテッドＦＣ,0,1
2024-09-07,J3,2024,ガイナーレ鳥取,アスルクラロ沼津,3,1
2024-09-07,J3,2024,ギラヴァンツ北九州,ＦＣ今治,0,3
2024-09-07,J3,2024,松本山雅ＦＣ,大宮アルディージャ,0,1
2024-09-07,J3,2024,横浜スポーツ&カルチャークラブ,ツエーゲン金沢,2,2
2024-09-07,J3,2024,ＡＣ長野パルセイロ,ＦＣ大阪,0,2
2024-09-07,J3,2024,ＦＣ琉球,いわてグルージャ盛岡,1,2
2024-09-07,J3,2024,ＳＣ相模原,テゲバジャーロ宮崎,0,1
2024-09-08,J3,2024,カマタマーレ讃岐,ＦＣ岐阜,4,0
2024-09-08,J3,2024,奈良クラブ,カターレ富山,0,0
2024-09-11,J3,2024,ＡＣ長野パルセイロ,大宮アルディージャ,0,0
2024-09-14,J3,2024,いわてグルージャ盛岡,ヴァンラーレ八戸,1,2
2024-09-14,J3,2024,カターレ富山,横浜スポーツ&カルチャークラブ,3,2
2024-09-14,J3,2024,ツエーゲン金沢,カマタマーレ讃岐,1,3
2024-09-14,J3,2024,大宮アルディージャ,ギラヴァンツ北九州,3,0
2024-09-14,J3,2024,ＡＣ長野パルセイロ,奈良クラブ,1,1
2024-09-14,J3,2024,ＦＣ今治,松本山雅ＦＣ,1,1
2024-09-14,J3,2024,ＦＣ岐阜,ＳＣ相模原,1,2
2024-09-15,J3,2024,アスルクラロ沼津,ＦＣ大阪,0,1
2024-09-15,J3,2024,テゲバジャーロ宮崎,ＦＣ琉球,2,0
2024-09-15,J3,2024,福島ユナイテッドＦＣ,ガイナーレ鳥取,2,3
2024-09-21,J3,2024,ガイナーレ鳥取,ＡＣ長野パルセイロ,2,0
2024-09-21,J3,2024,ギラヴァンツ北九州,ＦＣ岐阜,2,0
2024-09-21,J3,2024,ヴァンラーレ八戸,大宮アルディージャ,2,3
2024-09-21,J3,2024,ＦＣ琉球,アスルクラロ沼津,1,1
2024-09-21,J3,2024,ＳＣ相模原,ＦＣ今治,2,0
2024-09-22,J3,2024,カマタマーレ讃岐,松本山雅ＦＣ,1,4
2024-09-22,J3,2024,ツエーゲン金沢,カターレ富山,0,1
2024-09-22,J3,2024,奈良クラブ,テゲバジャーロ宮崎,2,2
2024-09-22,J3,2024,横浜スポーツ&カルチャークラブ,いわてグルージャ盛岡,0,0
2024-09-23,J3,2024,ＦＣ大阪,福島ユナイテッドＦＣ,1,2
2024-09-28,J3,2024,大宮アルディージャ,ＳＣ相模原,4,1
2024-09-28,J3,2024,ＦＣ今治,ヴァンラーレ八戸,3,1
2024-09-28,J3,2024,ＦＣ岐阜,ツエーゲン金沢,1,0
2024-09-28,J3,2024,ＦＣ琉球,ＦＣ大阪,1,1
2024-09-29,J3,2024,いわてグルージャ盛岡,ギラヴァンツ北九州,3,1
2024-09-29,J3,2024,アスルクラロ沼津,横浜スポーツ&カルチャークラブ,2,0
2024-09-29,J3,2024,カターレ富山,カマタマーレ讃岐,2,2
2024-09-29,J3,2024,テゲバジャーロ宮崎,ガイナーレ鳥取,2,0
2024-09-29,J3,2024,松本山雅ＦＣ,奈良クラブ,1,1
2024-09-29,J3,2024,福島ユナイテッドＦＣ,ＡＣ長野パルセイロ,0,0
2024-10-02,J3,2024,カマタマーレ讃岐,福島ユナイテッドＦＣ,4,1
2024-10-04,J3,2024,ＦＣ大阪,いわてグルージャ盛岡,1,0
2024-10-05,J3,2024,奈良クラブ,大宮アルディージャ,0,0
2024-10-05,J3,2024,横浜スポーツ&カルチャークラブ,ＦＣ琉球,2,0
2024-10-05,J3,2024,ＡＣ長野パルセイロ,松本山雅ＦＣ,1,1
2024-10-06,J3,2024,カターレ富山,ＦＣ今治,0,0
2024-10-06,J3,2024,カマタマーレ讃岐,ガイナーレ鳥取,0,1
2024-10-06,J3,2024,ツエーゲン金沢,テゲバジャーロ宮崎,1,1
2024-10-06,J3,2024,ヴァンラーレ八戸,アスルクラロ沼津,1,0
2024-10-06,J3,2024,福島ユナイテッドＦＣ,ＦＣ岐阜,4,3
2024-10-06,J3,2024,ＳＣ相模原,ギラヴァンツ北九州,0,3
2024-10-11,J3,2024,ＦＣ岐阜,ＡＣ長野パルセイロ,2,1
2024-10-12,J3,2024,ギラヴァンツ北九州,ヴァンラーレ八戸,0,3
2024-10-12,J3,2024,テゲバジャーロ宮崎,カターレ富山,1,1
2024-10-12,J3,2024,ＦＣ今治,横浜スポーツ&カルチャークラブ,3,1
