match_id,year,date,beta_elo,home,away,actual_home_goal,actual_away_goal,home_elo,away_elo,elo_diff,elo_factor,lambda_home_base,lambda_away_base,lambda_home,lambda_away
J1_2023_162,2023,2023-06-30,0.0,セレッソ大阪,アビスパ福岡,0,1,1602.651,1515.189,87.46199999999999,1.0,1.6144662895202382,0.770512069682406,1.6144662895202382,0.770512069682406
J1_2023_163,2023,2023-07-01,0.0,アルビレックス新潟,サンフレッチェ広島,2,0,1506.901,1620.75,-113.84899999999993,1.0,1.1329918385085422,1.5252519793742865,1.1329918385085422,1.5252519793742865
J1_2023_164,2023,2023-07-01,0.0,サガン鳥栖,浦和レッズ,1,2,1558.919,1630.196,-71.27699999999982,1.0,0.591449748897138,0.824767199966624,0.591449748897138,0.824767199966624
J1_2023_165,2023,2023-07-01,0.0,ヴィッセル神戸,北海道コンサドーレ札幌,1,1,1662.495,1599.111,63.38399999999979,1.0,2.3899561121262756,1.2097376333340886,2.3899561121262756,1.2097376333340886
J1_2023_166,2023,2023-07-01,0.0,名古屋グランパス,川崎フロンターレ,2,0,1650.823,1652.313,-1.490000000000009,1.0,1.4256771252528746,1.0483448097960444,1.4256771252528746,1.0483448097960444
J1_2023_167,2023,2023-07-01,0.0,横浜ＦＣ,ガンバ大阪,0,0,1459.553,1512.624,-53.07099999999991,1.0,1.411447105120842,1.510217803966493,1.411447105120842,1.510217803966493
J1_2023_168,2023,2023-07-01,0.0,鹿島アントラーズ,京都サンガF.C.,0,0,1632.01,1501.471,130.539,1.0,1.48845484740467,1.24305006394815,1.48845484740467,1.24305006394815
J1_2023_169,2023,2023-07-01,0.0,ＦＣ東京,柏レイソル,1,0,1533.442,1472.168,61.274000000000115,1.0,1.8517908474828524,0.8951488171609195,1.8517908474828524,0.8951488171609195
J1_2023_170,2023,2023-07-02,0.0,横浜Ｆ・マリノス,湘南ベルマーレ,4,1,1721.624,1501.056,220.56799999999998,1.0,2.3088871153317667,0.7905082843262842,2.3088871153317667,0.7905082843262842
J1_2023_171,2023,2023-07-07,0.0,アルビレックス新潟,ヴィッセル神戸,0,1,1506.901,1662.495,-155.59399999999982,1.0,0.9972338681260441,2.37324649973931,0.9972338681260441,2.37324649973931
J1_2023_172,2023,2023-07-08,0.0,アビスパ福岡,北海道コンサドーレ札幌,2,1,1515.189,1599.111,-83.92200000000003,1.0,1.4899540461906766,1.6347968216045554,1.4899540461906766,1.6347968216045554
