year,beta_elo,team,actual_position,avg_pred_position,abs_error,prob_actual_position,prob_top1,prob_top3,prob_bottom3
2025,0.1,サンフレッチェ広島,4,4.0632,0.06320000000000014,0.1532,0.0537,0.49219999999999997,0.0
2025,0.1,川崎フロンターレ,8,4.4114,3.5885999999999996,0.0473,0.0449,0.42410000000000003,0.0
2025,0.1,京都サンガF.C.,3,4.5809,1.5808999999999997,0.1834,0.0331,0.3826,0.0
2025,0.1,ヴィッセル神戸,5,5.268,0.2679999999999998,0.1441,0.0213,0.28790000000000004,0.0
2025,0.1,柏レイソル,2,5.7289,3.7289000000000003,0.0841,0.0151,0.2175,0.0
2025,0.1,浦和レッズ,7,6.2341,0.7659000000000002,0.1495,0.0057,0.14479999999999998,0.0001
2025,0.1,セレッソ大阪,10,9.0569,0.9430999999999994,0.1229,0.0006,0.0266,0.0026
2025,0.1,清水エスパルス,14,9.1929,4.8071,0.0392,0.0004,0.027299999999999998,0.0043
2025,0.1,ＦＣ町田ゼルビア,6,10.5653,4.565300000000001,0.0415,0.0002,0.009000000000000001,0.013
2025,0.1,名古屋グランパス,16,11.6371,4.3629,0.0526,0.0,0.0042,0.0246
2025,0.1,ガンバ大阪,9,11.7745,2.7744999999999997,0.0873,0.0,0.0028,0.0276
2025,0.1,ファジアーノ岡山,13,12.0809,0.9191000000000003,0.1325,0.0,0.0012,0.025899999999999996
2025,0.1,東京ヴェルディ,17,13.8459,3.1540999999999997,0.0937,0.0,0.0005,0.09780000000000001
2025,0.1,アビスパ福岡,12,14.4692,2.4692000000000007,0.0814,0.0,0.0003,0.1406
2025,0.1,湘南ベルマーレ,19,16.137,2.8629999999999995,0.1163,0.0,0.0,0.3446
2025,0.1,ＦＣ東京,11,16.3462,5.3462,0.0226,0.0,0.0,0.38839999999999997
2025,0.1,横浜ＦＣ,18,16.4573,1.5427,0.1803,0.0,0.0001,0.39299999999999996
2025,0.1,横浜Ｆ・マリノス,15,18.1739,3.1738999999999997,0.0447,0.0,0.0,0.7198
2025,0.1,アルビレックス新潟,20,18.709,1.2910000000000004,0.4284,0.0,0.0,0.8177
2025,0.15,鹿島アントラーズ,1,1.2664,0.26639999999999997,0.8268,0.8268,0.9788,0.0
2025,0.15,サンフレッチェ広島,4,4.0075,0.007500000000000284,0.1557,0.0562,0.49660000000000004,0.0
2025,0.15,川崎フロンターレ,8,4.274,3.726,0.0418,0.0472,0.446,0.0
2025,0.15,京都サンガF.C.,3,4.6075,1.6075,0.1777,0.0297,0.3729,0.0
2025,0.15,ヴィッセル神戸,5,5.1685,0.16849999999999987,0.1456,0.0186,0.2942,0.0
2025,0.15,柏レイソル,2,5.7744,3.7744,0.0765,0.0136,0.20329999999999998,0.0001
2025,0.15,浦和レッズ,7,6.1733,0.8266999999999998,0.1547,0.0061,0.1445,0.0001
2025,0.15,セレッソ大阪,10,9.0654,0.9345999999999997,0.1269,0.0009,0.024999999999999998,0.0029
2025,0.15,清水エスパルス,14,9.2615,4.7385,0.038,0.0007,0.0249,0.0037
2025,0.15,ＦＣ町田ゼルビア,6,10.5741,4.5741,0.0414,0.0001,0.0064,0.0124
2025,0.15,名古屋グランパス,16,11.6818,4.318199999999999,0.0508,0.0,0.002,0.025599999999999998
2025,0.15,ガンバ大阪,9,11.7428,2.742800000000001,0.0927,0.0001,0.0031000000000000003,0.027800000000000002
2025,0.15,ファジアーノ岡山,13,12.0853,0.9146999999999998,0.1231,0.0,0.0019,0.026099999999999998
2025,0.15,東京ヴェルディ,17,13.8975,3.102499999999999,0.0916,0.0,0.0002,0.0961
2025,0.15,アビスパ福岡,12,14.5736,2.5736000000000008,0.0845,0.0,0.0002,0.1478
2025,0.15,湘南ベルマーレ,19,16.1377,2.862300000000001,0.1216,0.0,0.0,0.3432
2025,0.15,ＦＣ東京,11,16.3624,5.362400000000001,0.0219,0.0,0.0,0.392
2025,0.15,横浜ＦＣ,18,16.427,1.5730000000000004,0.1741,0.0,0.0,0.3817
2025,0.15,横浜Ｆ・マリノス,15,18.1651,3.165099999999999,0.0422,0.0,0.0,0.7176
2025,0.15,アルビレックス新潟,20,18.7542,1.2457999999999991,0.4508,0.0,0.0,0.8229
2025,0.2,鹿島アントラーズ,1,1.2538,0.2538,0.834,0.834,0.9796,0.0
2025,0.2,サンフレッチェ広島,4,3.988,0.01200000000000001,0.1552,0.0559,0.4995,0.0
2025,0.2,川崎フロンターレ,8,4.2258,3.7742000000000004,0.0433,0.0455,0.45389999999999997,0.0
2025,0.2,京都サンガF.C.,3,4.6145,1.6144999999999996,0.182,0.0264,0.3653,0.0
2025,0.2,ヴィッセル神戸,5,5.1124,0.11240000000000006,0.1454,0.0214,0.3065,0.0
2025,0.2,柏レイソル,2,5.8504,3.8503999999999996,0.0762,0.0111,0.19269999999999998,0.0
2025,0.2,浦和レッズ,7,6.179,0.8209999999999997,0.1526,0.0051,0.1402,0.0
2025,0.2,セレッソ大阪,10,9.0559,0.9441000000000006,0.1224,0.0003,0.0221,0.002
2025,0.2,清水エスパルス,14,9.2473,4.752700000000001,0.0367,0.0003,0.0228,0.0031999999999999997
2025,0.2,ＦＣ町田ゼルビア,6,10.5098,4.5098,0.0405,0.0,0.0081,0.0098
2025,0.2,名古屋グランパス,16,11.6726,4.327400000000001,0.0521,0.0,0.0037,0.0239
2025,0.2,ガンバ大阪,9,11.7383,2.7383000000000006,0.0853,0.0,0.0031,0.0242
2025,0.2,ファジアーノ岡山,13,12.1095,0.8904999999999994,0.1367,0.0,0.0018,0.0275
2025,0.2,東京ヴェルディ,17,13.8722,3.1278000000000006,0.0888,0.0,0.0006,0.09230000000000001
2025,0.2,アビスパ福岡,12,14.5607,2.5607000000000006,0.0836,0.0,0.0,0.14329999999999998
2025,0.2,湘南ベルマーレ,19,16.2438,2.7561999999999998,0.1209,0.0,0.0,0.34750000000000003
2025,0.2,横浜ＦＣ,18,16.3478,1.6522000000000006,0.1715,0.0,0.0,0.36769999999999997
2025,0.2,ＦＣ東京,11,16.3831,5.383099999999999,0.0224,0.0,0.0001,0.3931
2025,0.2,横浜Ｆ・マリノス,15,18.2336,3.233599999999999,0.0447,0.0,0.0,0.7319
2025,0.2,アルビレックス新潟,20,18.8015,1.1984999999999992,0.4503,0.0,0.0,0.8335999999999999
2025,0.3,鹿島アントラーズ,1,1.2152,0.21520000000000006,0.851,0.851,0.9848999999999999,0.0
2025,0.3,サンフレッチェ広島,4,3.9102,0.08979999999999988,0.1572,0.0479,0.5089,0.0
2025,0.3,川崎フロンターレ,8,4.0849,3.9151,0.0372,0.0436,0.47319999999999995,0.0
2025,0.3,京都サンガF.C.,3,4.6444,1.6444,0.1693,0.0247,0.3516,0.0
2025,0.3,ヴィッセル神戸,5,4.9478,0.052200000000000024,0.1501,0.0206,0.3225,0.0
2025,0.3,柏レイソル,2,5.9765,3.9764999999999997,0.066,0.0071,0.1768,0.0
2025,0.3,浦和レッズ,7,6.2102,0.7897999999999996,0.1603,0.0044,0.1299,0.0001
2025,0.3,セレッソ大阪,10,8.9525,1.0474999999999994,0.13,0.0002,0.0211,0.0016
2025,0.3,清水エスパルス,14,9.2746,4.7254000000000005,0.036,0.0004,0.0175,0.0028
2025,0.3,ＦＣ町田ゼルビア,6,10.4972,4.497199999999999,0.0379,0.0001,0.0077,0.007899999999999999
2025,0.3,名古屋グランパス,16,11.6562,4.3438,0.0464,0.0,0.0028,0.0236
2025,0.3,ガンバ大阪,9,11.6936,2.6936,0.0947,0.0,0.0018,0.020800000000000003
2025,0.3,ファジアーノ岡山,13,12.1581,0.8419000000000008,0.1307,0.0,0.0011,0.025599999999999998
2025,0.3,東京ヴェルディ,17,13.8553,3.1447000000000003,0.0889,0.0,0.0001,0.0805
2025,0.3,アビスパ福岡,12,14.6828,2.6828000000000003,0.0837,0.0,0.0,0.1443
2025,0.3,湘南ベルマーレ,19,16.2619,2.7380999999999993,0.1176,0.0,0.0,0.3445
2025,0.3,横浜ＦＣ,18,16.3606,1.6393999999999984,0.1705,0.0,0.0,0.3611
2025,0.3,ＦＣ東京,11,16.4977,5.497699999999998,0.0211,0.0,0.0001,0.40459999999999996
2025,0.3,横浜Ｆ・マリノス,15,18.207,3.2070000000000007,0.0437,0.0,0.0,0.7283
2025,0.3,アルビレックス新潟,20,18.9133,1.0867000000000004,0.4891,0.0,0.0,0.8543000000000001
