competition,competition_id,season,match_id,match_url,date,home,away,home_goal,away_goal,home_manager,away_manager,manager_parse_method,page_title
J1,1001,2024,20241201001,https://soccer-db.net/result/20241201001,2024-12-01,広島,札幌,,,ミヒャエル スキッベ,ミハイロ ペトロビッチ,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/01 サンフレッチェ広島 - 北海道コンサドーレ札幌 試合結果,スタメン"
J1,1001,2024,20241208001,https://soccer-db.net/result/20241208001,2024-12-08,FC東京,C大阪,,,ピーター クラモフスキー,小菊 昭雄,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 ＦＣ東京 - セレッソ大阪 試合結果,スタメン"
J1,1001,2024,20241208002,https://soccer-db.net/result/20241208002,2024-12-08,京都,東京V,,,チョウ キジェ,城福 浩,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 京都サンガF.C. - 東京ヴェルディ 試合結果,スタメン"
J1,1001,2024,20241208003,https://soccer-db.net/result/20241208003,2024-12-08,川崎F,福岡,,,鬼木 達,長谷部 茂利,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 川崎フロンターレ - アビスパ福岡 試合結果,スタメン"
J1,1001,2024,20241208004,https://soccer-db.net/result/20241208004,2024-12-08,鳥栖,磐田,,,木谷 公亮,横内 昭展,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 サガン鳥栖 - ジュビロ磐田 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241208005,https://soccer-db.net/result/20241208005,2024-12-08,G大阪,広島,,,ダニエル ポヤトス,ミヒャエル スキッベ,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 ガンバ大阪 - サンフレッチェ広島 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241208006,https://soccer-db.net/result/20241208006,2024-12-08,横浜FM,名古屋,,,ジョン ハッチンソン,長谷川 健太,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 横浜Ｆ・マリノス - 名古屋グランパス 試合結果,スタメン"
J1,1001,2024,20241208007,https://soccer-db.net/result/20241208007,2024-12-08,札幌,柏,,,ミハイロ ペトロビッチ,井原 正巳,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 北海道コンサドーレ札幌 - 柏レイソル 試合結果,スタメン"
J1,1001,2024,20241208008,https://soccer-db.net/result/20241208008,2024-12-08,鹿島,町田,,,中後 雅喜,黒田 剛,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 鹿島アントラーズ - ＦＣ町田ゼルビア 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241208009,https://soccer-db.net/result/20241208009,2024-12-08,神戸,湘南,,,吉田 孝行,山口 智,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 ヴィッセル神戸 - 湘南ベルマーレ 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241208010,https://soccer-db.net/result/20241208010,2024-12-08,浦和,新潟,,,マチェイ スコルジャ,松橋 力蔵,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/12/08 浦和レッズ - アルビレックス新潟 試合結果,スタメン,フォーメーション"
