event_id,season,team,old_manager,new_manager,effective_change_date,window,window_start,window_end,n_matches,n_events,mean_expected_points,mean_actual_points,mean_points_residual,sum_expected_points,sum_actual_points,sum_points_residual,points_residual_ci_low,points_residual_ci_high,mean_lambda_for,mean_actual_goals_for,mean_goal_for_residual,mean_lambda_against,mean_actual_goals_against,mean_goals_against_improvement,goals_against_improvement_ci_low,goals_against_improvement_ci_high,mean_goal_diff_residual,mean_team_win_prob,mean_team_draw_prob,mean_team_loss_prob,home_match_rate,mean_team_games_in_train_at_cutoff
PSEUDO_0003,2005,柏,no_change_control,no_change_control,2005-07-06,after_4_6,4,6,3,1,1.175006188570287,1.3333333333333333,0.15832714476304646,3.5250185657108606,4.0,0.4749814342891394,-0.9487927244536268,1.2654470139797198,0.9528604787250088,1.6666666666666667,0.7138061879416577,1.230862214217759,0.6666666666666666,0.5641955475510924,-0.1934369835983084,1.3218280787004932,1.27800173549275,0.2903691566071933,0.30389871874870694,0.4057321246440999,0.3333333333333333,13.0
PSEUDO_0003,2005,柏,no_change_control,no_change_control,2005-07-06,after_7_10,7,10,4,1,1.040482752502114,1.25,0.20951724749788597,4.161931010008456,5.0,0.8380689899915439,-1.3501074229774055,1.7691419179731773,0.8449352586266482,1.5,0.6550647413733518,1.2988065653237446,2.0,-0.7011934346762553,-2.2427099554980208,0.8403230861455101,-0.04612869330290359,0.2430879704916945,0.3112188410270306,0.44569318848127504,0.5,13.0
PSEUDO_0004,2005,横浜FM,no_change_control,no_change_control,2005-09-03,after_1_3,1,3,3,1,1.6021856135905328,1.6666666666666667,0.06448105307613365,4.806556840771599,5.0,0.19344315922840094,-1.0451408859856959,1.1741029921379633,1.392747074506924,1.3333333333333333,-0.05941374117359066,1.0006311659100355,0.6666666666666666,0.3339644992433688,-0.9221986148844599,1.5901276133711975,0.27455075806977813,0.42927213179147605,0.3143692182161049,0.2563586499924191,0.6666666666666666,21.0
PSEUDO_0004,2005,横浜FM,no_change_control,no_change_control,2005-09-03,after_1_5,1,5,5,1,1.5277183327450632,1.2,-0.3277183327450633,7.638591663725316,6.0,-1.6385916637253164,-1.2884668392174332,0.6330301737273067,1.3436242322792162,0.8,-0.5436242322792164,1.0730777445430353,1.0,0.0730777445430351,-1.3389325614938974,1.4850880505799675,-0.47054648773618124,0.40549975468814364,0.31121906868063254,0.2832811766312239,0.6,21.0
PSEUDO_0004,2005,横浜FM,no_change_control,no_change_control,2005-09-03,after_1_10,1,10,10,1,1.421664312511267,1.6,0.17833568748873327,14.216643125112668,16.0,1.7833568748873327,-0.5573827857851107,0.9140541607625773,1.3649470385158355,1.1,-0.26494703851583556,1.270972041371042,0.9,0.3709720413710419,-0.3559067870199788,1.0978508697620626,0.10602500285520637,0.37402690585079457,0.2995835949588831,0.3263894991903224,0.5,21.0
PSEUDO_0004,2005,横浜FM,no_change_control,no_change_control,2005-09-03,after_4_6,4,6,3,1,1.2752819910480786,0.6666666666666666,-0.6086153243814117,3.8258459731442356,2.0,-1.8258459731442354,-1.821010515901785,0.6037798671389617,1.3343564272193615,0.6666666666666666,-0.6676897605526948,1.4999496659148275,1.6666666666666667,-0.16671700075183896,-2.36429428025413,2.030860278750452,-0.8344067613045336,0.32926299060555303,0.2874930192314194,0.3832439901630276,0.3333333333333333,21.0
PSEUDO_0004,2005,横浜FM,no_change_control,no_change_control,2005-09-03,after_7_10,7,10,4,1,1.3960600777992083,2.25,0.8539399222007917,5.584240311196833,9.0,3.415759688803167,-0.37785777276759447,2.085737617169178,1.3670399699948752,1.25,-0.11703996999487509,1.3019944795589575,0.5,0.8019944795589574,0.3099310840098455,1.2940578751080694,0.6849545095640825,0.36616592282921456,0.2975623093115645,0.33627176785922097,0.5,21.0
PSEUDO_0005,2005,清水,no_change_control,no_change_control,2005-08-28,after_1_3,1,3,3,1,1.348690359733889,1.0,-0.3486903597338889,4.046071079201667,3.0,-1.0460710792016668,-2.478253352252187,1.7808726327844093,1.0386565800377416,1.6666666666666667,0.6280100866289252,1.0352623534096232,2.0,-0.9647376465903768,-2.2996476748095787,0.37017238162882515,-0.3367275599614516,0.3395634532446296,0.3300000000000001,0.3304365467553704,0.3333333333333333,20.0
PSEUDO_0005,2005,清水,no_change_control,no_change_control,2005-08-28,after_1_5,1,5,5,1,1.3738649870679938,1.2,-0.17386498706799375,6.869324935339969,6.0,-0.8693249353399688,-1.602352158302174,1.2546221841661864,1.220212997849181,1.6,0.3797870021508193,1.179118861495416,1.8,-0.6208811385045839,-1.4918463269202702,0.25008404991110234,-0.24109413635376478,0.3528582671706108,0.3152901855561613,0.33185154727322796,0.4,20.0
PSEUDO_0005,2005,清水,no_change_control,no_change_control,2005-08-28,after_1_10,1,10,10,1,1.2919382684437013,1.0,-0.2919382684437014,12.919382684437013,10.0,-2.919382684437014,-1.1711644016204459,0.5872878647330432,1.1461739873067034,1.2,0.053826012693296635,1.228316019226673,2.1,-0.8716839807733269,-1.8032742094427034,0.0599062478960497,-0.8178579680800299,0.32551341457112604,0.3153980247303233,0.3590885606985507,0.5,20.0
PSEUDO_0005,2005,清水,no_change_control,no_change_control,2005-08-28,after_4_6,4,6,3,1,1.2654432269367926,1.0,-0.2654432269367927,3.796329680810378,3.0,-0.796329680810378,-1.8782130980250291,1.3473266441514435,1.442829857766422,1.3333333333333333,-0.1094965244330887,1.6058510967078188,2.3333333333333335,-0.7274822366255144,-2.0185821794257635,0.5636177061747348,-0.836978761058603,0.3280388259452384,0.28132674910107747,0.39063442495368417,0.6666666666666666,20.0
