year,team,division,rating_end,matches,wins,draws,losses,goals_for,goals_against,goal_diff
1993,東京ヴェルディ,J1,1684.729,36,25,5,6,72,31,41
1993,清水エスパルス,J1,1601.722,36,20,7,9,54,34,20
1993,鹿島アントラーズ,J1,1579.896,36,22,2,12,72,43,29
1993,横浜Ｆ・マリノス,J1,1548.514,36,19,4,13,60,48,12
1993,サンフレッチェ広島,J1,1516.412,36,17,2,17,54,49,5
1993,横浜フリューゲルス,J1,1460.029,36,15,3,18,44,51,-7
1993,ガンバ大阪,J1,1447.794,36,15,4,17,51,65,-14
1993,名古屋グランパス,J1,1432.183,36,10,4,22,48,66,-18
1993,ジェフユナイテッド千葉,J1,1386.23,36,13,2,21,51,67,-16
1993,浦和レッズ,J1,1342.491,36,6,3,27,26,78,-52
1994,東京ヴェルディ,J1,1677.723,44,30,2,12,91,47,44
1994,鹿島アントラーズ,J1,1580.145,44,25,5,14,89,68,21
1994,横浜Ｆ・マリノス,J1,1557.439,44,20,2,22,73,61,12
1994,湘南ベルマーレ,J1,1556.542,44,22,1,21,75,80,-5
1994,清水エスパルス,J1,1550.737,44,27,2,15,69,56,13
1994,サンフレッチェ広島,J1,1519.584,44,25,6,13,71,57,14
1994,ジュビロ磐田,J1,1475.414,44,17,5,22,56,69,-13
1994,横浜フリューゲルス,J1,1463.846,44,21,1,22,67,60,7
1994,ガンバ大阪,J1,1447.717,44,14,6,24,66,82,-16
1994,ジェフユナイテッド千葉,J1,1425.525,44,18,1,25,69,85,-16
1994,名古屋グランパス,J1,1376.177,44,15,2,27,56,82,-26
1994,浦和レッズ,J1,1369.15,44,13,1,30,59,94,-35
1995,東京ヴェルディ,J1,1656.296,52,33,5,14,106,62,44
1995,名古屋グランパス,J1,1557.798,52,29,4,19,99,82,17
1995,ジュビロ磐田,J1,1535.866,52,28,1,23,88,77,11
1995,浦和レッズ,J1,1528.821,52,26,6,20,85,72,13
1995,ジェフユナイテッド千葉,J1,1517.969,52,25,7,20,97,91,6
1995,横浜Ｆ・マリノス,J1,1515.838,52,28,6,18,86,75,11
1995,柏レイソル,J1,1503.659,52,20,3,29,87,100,-13
1995,鹿島アントラーズ,J1,1495.468,52,25,4,23,82,79,3
1995,清水エスパルス,J1,1481.168,52,22,3,27,77,97,-20
1995,セレッソ大阪,J1,1477.111,52,22,6,24,79,83,-4
1995,サンフレッチェ広島,J1,1440.477,52,21,2,29,69,76,-7
1995,ガンバ大阪,J1,1438.998,52,18,3,31,87,107,-20
1995,横浜フリューゲルス,J1,1430.697,52,19,3,30,78,111,-33
1995,湘南ベルマーレ,J1,1419.833,52,20,3,29,94,102,-8
1996,東京ヴェルディ,J1,1649.309,30,19,0,11,68,42,26
1996,名古屋グランパス,J1,1607.582,30,20,1,9,63,39,24
1996,鹿島アントラーズ,J1,1602.7,30,19,5,6,61,34,27
1996,ジュビロ磐田,J1,1588.296,30,19,3,8,53,38,15
1996,浦和レッズ,J1,1570.862,30,17,4,9,51,31,20
1996,柏レイソル,J1,1554.744,30,20,0,10,67,52,15
1996,横浜フリューゲルス,J1,1539.061,30,20,1,9,58,44,14
1996,横浜Ｆ・マリノス,J1,1496.354,30,13,1,16,39,40,-1
1996,ジェフユナイテッド千葉,J1,1483.914,30,13,1,16,45,47,-2
1996,湘南ベルマーレ,J1,1453.455,30,12,0,18,47,58,-11
1996,清水エスパルス,J1,1438.798,30,12,1,17,50,60,-10
1996,セレッソ大阪,J1,1434.222,30,9,1,20,38,56,-18
1996,京都サンガF.C.,J1,1419.972,30,8,0,22,22,54,-32
1996,アビスパ福岡,J1,1401.712,30,9,2,19,42,64,-22
1996,ガンバ大阪,J1,1389.235,30,10,1,19,38,59,-21
1996,サンフレッチェ広島,J1,1369.785,30,9,1,20,36,60,-24
1997,ジュビロ磐田,J1,1679.963,32,23,0,9,72,35,37
1997,鹿島アントラーズ,J1,1646.659,32,23,1,8,78,38,40
1997,横浜Ｆ・マリノス,J1,1588.236,32,22,1,9,73,59,14
1997,ガンバ大阪,J1,1565.298,32,20,0,12,66,46,20
1997,柏レイソル,J1,1562.294,32,18,2,12,63,49,14
1997,清水エスパルス,J1,1558.743,32,19,0,13,52,40,12
1997,浦和レッズ,J1,1539.323,32,16,1,15,51,45,6
1997,横浜フリューゲルス,J1,1537.784,32,18,1,13,58,43,15
1997,名古屋グランパス,J1,1535.238,32,16,0,16,41,48,-7
1997,湘南ベルマーレ,J1,1503.163,32,17,2,13,55,52,3
1997,セレッソ大阪,J1,1482.548,32,14,3,15,53,56,-3
1997,東京ヴェルディ,J1,1443.958,32,10,2,20,38,65,-27
1997,ジェフユナイテッド千葉,J1,1409.28,32,11,1,20,43,66,-23
1997,サンフレッチェ広島,J1,1399.668,32,12,1,19,43,50,-7
1997,京都サンガF.C.,J1,1357.97,32,9,2,21,40,70,-30
1997,ヴィッセル神戸,J1,1357.266,32,9,0,23,43,78,-35
1997,アビスパ福岡,J1,1332.608,32,6,1,25,29,58,-29
1998,ジュビロ磐田,J1,1719.387,34,26,0,8,107,39,68
1998,鹿島アントラーズ,J1,1691.426,34,26,0,8,79,43,36
1998,清水エスパルス,J1,1629.002,34,24,2,8,71,35,36
1998,横浜Ｆ・マリノス,J1,1624.255,34,22,0,12,79,48,31
1998,名古屋グランパス,J1,1605.801,34,22,2,10,71,47,24
1998,浦和レッズ,J1,1597.721,34,20,2,12,62,40,22
1998,横浜フリューゲルス,J1,1546.234,34,17,2,15,70,64,6
1998,柏レイソル,J1,1505.456,34,15,4,15,56,61,-5
1998,サンフレッチェ広島,J1,1475.269,34,15,4,15,45,52,-7
1998,湘南ベルマーレ,J1,1468.261,34,14,2,18,53,66,-13
1998,北海道コンサドーレ札幌,J1,1452.131,34,12,4,18,57,74,-17
1998,ガンバ大阪,J1,1440.752,34,11,2,21,47,61,-14
1998,京都サンガF.C.,J1,1431.924,34,14,1,19,47,63,-16
1998,セレッソ大阪,J1,1426.793,34,15,1,18,56,79,-23
1998,東京ヴェルディ,J1,1405.797,34,13,2,19,47,53,-6
1998,ヴィッセル神戸,J1,1343.039,34,8,1,25,45,89,-44
1998,ジェフユナイテッド千葉,J1,1336.016,34,8,2,24,49,75,-26
1998,アビスパ福岡,J1,1300.737,34,7,3,24,33,85,-52
1999,清水エスパルス,J1,1659.104,30,22,1,7,56,36,20
1999,横浜Ｆ・マリノス,J1,1632.132,30,18,3,9,61,35,26
1999,名古屋グランパス,J1,1616.17,30,18,2,10,62,46,16
1999,鹿島アントラーズ,J1,1585.799,30,14,1,15,53,37,16
1999,ジュビロ磐田,J1,1578.614,30,17,1,12,52,42,10
1999,柏レイソル,J1,1566.976,30,20,1,9,49,36,13
1999,セレッソ大阪,J1,1558.85,30,19,0,11,64,45,19
1999,サンフレッチェ広島,J1,1518.204,30,16,1,13,54,43,11
1999,東京ヴェルディ,J1,1469.445,30,17,2,11,43,43,0
1999,浦和レッズ,J1,1458.977,30,8,5,17,39,58,-19
1999,ヴィッセル神戸,J1,1450.321,30,12,4,14,38,45,-7
1999,ガンバ大阪,J1,1438.183,30,11,1,18,36,46,-10
1999,ジェフユナイテッド千葉,J1,1409.518,30,10,2,18,41,56,-15
1999,京都サンガF.C.,J1,1406.706,30,11,0,19,38,58,-20
1999,アビスパ福岡,J1,1360.694,30,10,1,19,41,59,-18
1999,湘南ベルマーレ,J1,1291.697,30,4,1,25,30,72,-42
1999,川崎フロンターレ,J2,1585.931,36,25,3,8,69,34,35
1999,大分トリニータ,J2,1538.095,36,21,3,12,62,42,20
1999,ＦＣ東京,J2,1499.112,36,21,3,12,51,35,16
1999,北海道コンサドーレ札幌,J2,1498.234,36,17,6,13,54,35,19
1999,大宮アルディージャ,J2,1475.966,36,18,1,17,47,44,3
1999,アルビレックス新潟,J2,1469.137,36,20,2,14,46,40,6
1999,モンテディオ山形,J2,1401.589,36,15,4,17,47,53,-6
1999,サガン鳥栖,J2,1384.448,36,12,2,22,52,64,-12
1999,ベガルタ仙台,J2,1381.619,36,10,4,22,30,58,-28
1999,ヴァンフォーレ甲府,J2,1275.179,36,5,4,27,32,85,-53
2000,柏レイソル,J1,1640.34,30,21,1,8,48,32,16
2000,鹿島アントラーズ,J1,1635.933,30,18,4,8,48,27,21
2000,ジュビロ磐田,J1,1627.877,30,19,0,11,67,42,25
2000,横浜Ｆ・マリノス,J1,1596.216,30,18,1,11,56,45,11
2000,清水エスパルス,J1,1548.101,30,15,2,13,34,36,-2
2000,名古屋グランパス,J1,1537.685,30,14,2,14,42,45,-3
2000,セレッソ大阪,J1,1532.371,30,17,0,13,54,49,5
2000,ガンバ大阪,J1,1522.561,30,15,2,13,47,43,4
2000,ＦＣ東京,J1,1518.859,30,15,1,14,47,41,6
2000,サンフレッチェ広島,J1,1507.941,30,13,2,15,40,40,0
2000,東京ヴェルディ,J1,1504.331,30,12,4,14,46,44,2
2000,アビスパ福岡,J1,1454.777,30,13,2,15,41,48,-7
2000,ヴィッセル神戸,J1,1433.299,30,11,1,18,40,49,-9
2000,川崎フロンターレ,J1,1430.12,30,7,4,19,26,56,-30
2000,京都サンガF.C.,J1,1398.219,30,8,2,20,39,66,-27
2000,ジェフユナイテッド千葉,J1,1396.762,30,9,2,19,37,49,-12
2000,北海道コンサドーレ札幌,J2,1625.87,40,31,5,4,71,22,49
2000,大分トリニータ,J2,1587.347,40,26,3,11,80,38,42
2000,浦和レッズ,J2,1564.31,40,28,3,9,82,40,42
2000,大宮アルディージャ,J2,1477.306,40,23,1,16,55,49,6
2000,アルビレックス新潟,J2,1423.273,40,15,5,20,54,63,-9
2000,ベガルタ仙台,J2,1415.154,40,19,2,19,60,69,-9
2000,サガン鳥栖,J2,1404.624,40,15,5,20,41,52,-11
2000,水戸ホーリーホック,J2,1354.259,40,15,4,21,37,61,-24
2000,モンテディオ山形,J2,1348.335,40,11,2,27,40,61,-21
2000,湘南ベルマーレ,J2,1326.807,40,15,1,24,59,71,-12
2000,ヴァンフォーレ甲府,J2,1221.416,40,5,3,32,31,84,-53
2001,ジュビロ磐田,J1,1740.988,30,26,1,3,63,26,37
2001,鹿島アントラーズ,J1,1644.932,30,19,1,10,57,42,15
2001,清水エスパルス,J1,1592.223,30,19,0,11,62,45,17
2001,柏レイソル,J1,1590.763,30,14,3,13,58,46,12
2001,名古屋グランパス,J1,1571.058,30,17,3,10,56,45,11
2001,サンフレッチェ広島,J1,1545.681,30,13,0,17,61,60,1
2001,ＦＣ東京,J1,1532.307,30,13,5,12,47,47,0
2001,浦和レッズ,J1,1528.248,30,11,4,15,44,46,-2
2001,ガンバ大阪,J1,1522.09,30,14,2,14,50,48,2
2001,ジェフユナイテッド千葉,J1,1521.907,30,17,2,11,60,54,6
2001,横浜Ｆ・マリノス,J1,1502.421,30,9,5,16,32,44,-12
2001,北海道コンサドーレ札幌,J1,1500.825,30,10,5,15,43,50,-7
2001,東京ヴェルディ,J1,1469.943,30,10,2,18,38,57,-19
2001,ヴィッセル神戸,J1,1454.513,30,9,7,14,41,52,-11
2001,セレッソ大阪,J1,1423.161,30,8,2,20,41,70,-29
2001,アビスパ福岡,J1,1409.093,30,9,2,19,35,56,-21
2001,京都サンガF.C.,J2,1527.55,44,28,5,11,79,48,31
2001,アルビレックス新潟,J2,1522.176,44,26,4,14,79,47,32
2001,モンテディオ山形,J2,1517.599,44,27,6,11,61,39,22
2001,大宮アルディージャ,J2,1510.173,44,26,6,12,73,43,30
2001,大分トリニータ,J2,1509.373,44,25,4,15,75,52,23
2001,ベガルタ仙台,J2,1493.79,44,27,5,12,78,56,22
2001,川崎フロンターレ,J2,1427.105,44,20,3,21,69,60,9
2001,湘南ベルマーレ,J2,1388.622,44,20,4,20,64,61,3
2001,横浜ＦＣ,J2,1311.56,44,15,1,28,58,81,-23
2001,サガン鳥栖,J2,1307.342,44,10,4,30,45,82,-37
2001,水戸ホーリーホック,J2,1251.598,44,8,4,32,41,93,-52
2001,ヴァンフォーレ甲府,J2,1236.942,44,8,2,34,38,98,-60
2002,ジュビロ磐田,J1,1786.929,30,26,1,3,72,30,42
2002,ガンバ大阪,J1,1617.895,30,19,1,10,59,32,27
2002,鹿島アントラーズ,J1,1611.248,30,18,0,12,46,39,7
2002,横浜Ｆ・マリノス,J1,1605.786,30,19,4,7,44,27,17
2002,名古屋グランパス,J1,1552.033,30,15,1,14,49,41,8
2002,京都サンガF.C.,J1,1551.644,30,17,1,12,44,42,2
2002,浦和レッズ,J1,1532.341,30,13,2,15,41,38,3
2002,ＦＣ東京,J1,1526.742,30,13,2,15,43,46,-3
2002,東京ヴェルディ,J1,1522.991,30,13,3,14,41,43,-2
2002,ジェフユナイテッド千葉,J1,1521.463,30,13,3,14,38,42,-4
2002,清水エスパルス,J1,1514.225,30,14,3,13,33,43,-10
2002,柏レイソル,J1,1510.481,30,10,3,17,38,48,-10
2002,ヴィッセル神戸,J1,1479.419,30,10,3,17,33,44,-11
2002,サンフレッチェ広島,J1,1468.214,30,8,3,19,32,47,-15
2002,ベガルタ仙台,J1,1446.45,30,11,1,18,40,57,-17
2002,北海道コンサドーレ札幌,J1,1380.492,30,5,1,24,30,64,-34
2002,大分トリニータ,J2,1566.735,44,28,10,6,67,34,33
2002,セレッソ大阪,J2,1561.334,44,25,12,7,93,53,40
2002,アルビレックス新潟,J2,1524.154,44,23,13,8,75,47,28
2002,川崎フロンターレ,J2,1516.283,44,23,11,10,71,53,18
2002,湘南ベルマーレ,J2,1465.775,44,16,16,12,46,43,3
2002,大宮アルディージャ,J2,1444.741,44,14,17,13,52,42,10
2002,ヴァンフォーレ甲府,J2,1395.206,44,16,10,18,51,55,-4
2002,モンテディオ山形,J2,1335.521,44,6,17,21,29,57,-28
2002,サガン鳥栖,J2,1319.888,44,9,14,21,41,64,-23
2002,アビスパ福岡,J2,1307.26,44,10,12,22,58,69,-11
2002,水戸ホーリーホック,J2,1286.143,44,11,7,26,45,73,-28
2002,横浜ＦＣ,J2,1269.492,44,8,11,25,43,81,-38
2003,ジュビロ磐田,J1,1702.635,30,16,9,5,56,34,22
2003,横浜Ｆ・マリノス,J1,1655.26,30,17,7,6,56,33,23
2003,ＦＣ東京,J1,1612.632,30,13,10,7,46,31,15
2003,ジェフユナイテッド千葉,J1,1610.813,30,15,8,7,57,38,19
2003,鹿島アントラーズ,J1,1585.455,30,13,9,8,44,40,4
2003,浦和レッズ,J1,1585.383,30,13,8,9,54,42,12
2003,ガンバ大阪,J1,1584.224,30,10,9,11,50,46,4
2003,名古屋グランパス,J1,1570.87,30,11,12,7,49,42,7
2003,東京ヴェルディ,J1,1551.146,30,11,7,12,56,57,-1
2003,セレッソ大阪,J1,1542.388,30,12,4,14,55,56,-1
2003,清水エスパルス,J1,1524.009,30,11,6,13,39,44,-5
2003,柏レイソル,J1,1500.517,30,9,10,11,35,39,-4
2003,大分トリニータ,J1,1480.909,30,5,11,14,27,37,-10
2003,ヴィッセル神戸,J1,1434.631,30,8,6,16,35,63,-28
2003,京都サンガF.C.,J1,1418.498,30,6,5,19,28,60,-32
2003,ベガルタ仙台,J1,1412.187,30,5,9,16,31,56,-25
2003,川崎フロンターレ,J2,1564.616,44,24,13,7,88,47,41
2003,アルビレックス新潟,J2,1558.662,44,27,7,10,80,40,40
2003,サンフレッチェ広島,J2,1518.615,44,25,11,8,65,35,30
2003,アビスパ福岡,J2,1495.598,44,21,8,15,67,62,5
2003,ヴァンフォーレ甲府,J2,1465.127,44,19,12,13,58,46,12
2003,大宮アルディージャ,J2,1398.296,44,18,7,19,52,61,-9
2003,北海道コンサドーレ札幌,J2,1361.243,44,13,13,18,57,56,1
2003,モンテディオ山形,J2,1357.082,44,15,10,19,52,60,-8
2003,水戸ホーリーホック,J2,1352.285,44,15,11,18,37,41,-4
2003,湘南ベルマーレ,J2,1349.634,44,11,11,22,33,53,-20
2003,横浜ＦＣ,J2,1293.858,44,10,12,22,49,88,-39
2003,サガン鳥栖,J2,1191.178,44,3,11,30,40,89,-49
2004,浦和レッズ,J1,1693.601,30,19,5,6,70,39,31
2004,横浜Ｆ・マリノス,J1,1666.195,30,17,8,5,47,30,17
2004,ジェフユナイテッド千葉,J1,1617.392,30,13,11,6,55,45,10
2004,鹿島アントラーズ,J1,1616.775,30,14,6,10,41,31,10
2004,ジュビロ磐田,J1,1614.268,30,14,6,10,54,44,10
2004,ガンバ大阪,J1,1612.796,30,15,6,9,69,48,21
2004,名古屋グランパス,J1,1578.74,30,12,8,10,49,43,6
2004,ＦＣ東京,J1,1566.621,30,10,11,9,40,41,-1
2004,東京ヴェルディ,J1,1541.873,30,11,6,13,43,46,-3
2004,アルビレックス新潟,J1,1521.938,30,10,7,13,47,58,-11
2004,サンフレッチェ広島,J1,1509.888,30,6,13,11,36,42,-6
2004,ヴィッセル神戸,J1,1508.153,30,9,9,12,50,55,-5
2004,セレッソ大阪,J1,1472.69,30,6,8,16,42,64,-22
2004,清水エスパルス,J1,1456.161,30,7,8,15,37,53,-16
2004,柏レイソル,J1,1454.003,30,5,10,15,29,49,-20
2004,大分トリニータ,J1,1434.335,30,8,6,16,35,56,-21
2004,川崎フロンターレ,J2,1617.348,44,34,3,7,104,38,66
2004,大宮アルディージャ,J2,1568.622,44,26,9,9,63,38,25
2004,アビスパ福岡,J2,1494.07,44,23,7,14,56,41,15
2004,京都サンガF.C.,J2,1461.531,44,19,12,13,65,53,12
2004,モンテディオ山形,J2,1436.5,44,19,14,11,58,51,7
2004,ベガルタ仙台,J2,1410.393,44,15,14,15,62,66,-4
2004,ヴァンフォーレ甲府,J2,1395.295,44,15,13,16,51,46,5
2004,横浜ＦＣ,J2,1368.378,44,10,22,12,42,50,-8
2004,湘南ベルマーレ,J2,1309.684,44,7,15,22,39,64,-25
2004,水戸ホーリーホック,J2,1295.538,44,6,19,19,33,60,-27
2004,北海道コンサドーレ札幌,J2,1285.949,44,5,15,24,30,62,-32
2004,サガン鳥栖,J2,1217.353,44,8,11,25,32,66,-34
2005,浦和レッズ,J1,1673.899,34,17,8,9,65,37,28
2005,ジェフユナイテッド千葉,J1,1640.841,34,16,11,7,56,42,14
2005,ガンバ大阪,J1,1633.849,34,18,6,10,82,58,24
2005,鹿島アントラーズ,J1,1619.271,34,16,11,7,61,39,22
2005,セレッソ大阪,J1,1616.317,34,16,11,7,48,40,8
2005,横浜Ｆ・マリノス,J1,1588.232,34,12,12,10,41,40,1
2005,ジュビロ磐田,J1,1586.043,34,14,9,11,51,41,10
2005,ＦＣ東京,J1,1584.278,34,11,14,9,43,40,3
2005,川崎フロンターレ,J1,1578.195,34,15,5,14,54,47,7
2005,サンフレッチェ広島,J1,1548.504,34,13,11,10,50,42,8
2005,大分トリニータ,J1,1539.185,34,12,7,15,44,43,1
2005,アルビレックス新潟,J1,1511.163,34,11,9,14,47,62,-15
2005,大宮アルディージャ,J1,1500.602,34,12,5,17,39,50,-11
2005,名古屋グランパス,J1,1493.143,34,10,9,15,43,49,-6
2005,柏レイソル,J1,1474.951,34,8,11,15,39,54,-15
2005,清水エスパルス,J1,1474.704,34,9,12,13,40,49,-9
2005,東京ヴェルディ,J1,1452.915,34,6,12,16,40,73,-33
2005,ヴィッセル神戸,J1,1377.597,34,4,9,21,30,67,-37
2005,京都サンガF.C.,J2,1570.957,44,30,7,7,89,40,49
2005,アビスパ福岡,J2,1514.368,44,21,15,8,72,43,29
2005,ベガルタ仙台,J2,1483.871,44,19,11,14,66,47,19
2005,ヴァンフォーレ甲府,J2,1442.788,44,19,12,13,78,64,14
2005,モンテディオ山形,J2,1412.031,44,16,16,12,54,45,9
2005,北海道コンサドーレ札幌,J2,1392.132,44,17,12,15,54,57,-3
2005,湘南ベルマーレ,J2,1360.495,44,13,15,16,46,59,-13
2005,徳島ヴォルティス,J2,1359.924,44,12,16,16,60,76,-16
2005,水戸ホーリーホック,J2,1353.692,44,13,13,18,41,57,-16
2005,横浜ＦＣ,J2,1336.84,44,10,15,19,48,64,-16
2005,サガン鳥栖,J2,1336.23,44,14,10,20,58,58,0
2005,ザスパ群馬,J2,1210.16,44,5,8,31,26,82,-56
2006,浦和レッズ,J1,1720.88,34,22,6,6,67,28,39
2006,ガンバ大阪,J1,1661.662,34,20,6,8,80,48,32
2006,川崎フロンターレ,J1,1661.128,34,20,7,7,84,55,29
