target_year,previous_year,prev_weight,prev_decay,n_sim,n_teams,n_previous_matches,n_target_matches,n_train_matches,n_test_matches,mae,mean_prob_actual_position,sim_draw_rate,京都_actual_position,京都_avg_pred_position,京都_error,柏_actual_position,柏_avg_pred_position,柏_error,川崎F_actual_position,川崎F_avg_pred_position,川崎F_error,神戸_actual_position,神戸_avg_pred_position,神戸_error,横浜FM_actual_position,横浜FM_avg_pred_position,横浜FM_error,名古屋_actual_position,名古屋_avg_pred_position,名古屋_error,G大阪_actual_position,G大阪_avg_pred_position,G大阪_error,浦和_actual_position,浦和_avg_pred_position,浦和_error,町田_actual_position,町田_avg_pred_position,町田_error,清水_actual_position,清水_avg_pred_position,清水_error
2023,2022,0.2,0.985,1000,18,306,306,153,153,2.0523333333333333,0.1755,0.23894117647058824,13,14.716999999999999,1.7169999999999987,17,16.131999999999998,0.8680000000000021,8,7.69,0.3099999999999996,1,2.46,1.46,2,1.546,0.45399999999999996,6,3.5690000000000004,2.4309999999999996,16,13.962,2.0380000000000003,4,4.332999999999999,0.3329999999999993,,,,,,
2024,2023,0.2,0.985,1000,20,306,380,190,190,2.5976,0.10149999999999999,0.2474684210526316,14,18.725,4.725000000000001,17,15.216,1.7840000000000007,8,12.79,4.789999999999999,1,3.5000000000000004,2.5000000000000004,9,7.9830000000000005,1.0169999999999995,11,9.357000000000001,1.642999999999999,4,4.763,0.7629999999999999,13,9.398,3.6020000000000003,3.0,1.5839999999999999,1.4160000000000001,,,
2025,2024,0.2,0.985,1000,20,380,380,190,190,2.289,0.14894999999999997,0.2815526315789474,3,4.709,1.7089999999999996,2,5.505,3.505,8,4.649,3.351,5,5.269,0.26900000000000013,15,18.108,3.1080000000000005,16,11.632000000000001,4.3679999999999986,9,11.875000000000002,2.8750000000000018,7,6.015999999999999,0.9840000000000009,6.0,10.056,4.055999999999999,14.0,9.905,4.095000000000001
2023,2022,0.2,0.98,1000,18,306,306,153,153,2.0628888888888888,0.17250000000000001,0.23948366013071895,13,14.774999999999999,1.7749999999999986,17,16.158,0.8419999999999987,8,7.704,0.29600000000000026,1,2.488,1.488,2,1.5140000000000002,0.48599999999999977,6,3.574,2.426,16,13.897,2.1029999999999998,4,4.325,0.3250000000000002,,,,,,
2024,2023,0.2,0.98,1000,20,306,380,190,190,2.5904999999999996,0.09659999999999999,0.24783157894736843,14,18.686,4.686,17,15.417,1.5830000000000002,8,12.815999999999999,4.815999999999999,1,3.4959999999999996,2.4959999999999996,9,8.049,0.9510000000000005,11,9.514999999999999,1.4850000000000012,4,4.728000000000001,0.7280000000000006,13,9.407000000000002,3.592999999999998,3.0,1.543,1.457,,,
2025,2024,0.2,0.98,1000,20,380,380,190,190,2.2938,0.1501,0.28154210526315787,3,4.715,1.7149999999999999,2,5.4319999999999995,3.4319999999999995,8,4.598,3.402,5,5.288999999999999,0.2889999999999988,15,18.122,3.122,16,11.484000000000002,4.515999999999998,9,11.872,2.872,7,6.087999999999999,0.9120000000000008,6.0,10.070000000000002,4.070000000000002,14.0,9.877999999999998,4.122000000000002
2023,2022,0.2,0.97,1000,18,306,306,153,153,2.0643333333333342,0.17233333333333334,0.2386470588235294,13,14.828000000000001,1.8280000000000012,17,16.19,0.8099999999999987,8,7.641,0.359,1,2.511,1.5110000000000001,2,1.52,0.48,6,3.575,2.425,16,13.942000000000002,2.057999999999998,4,4.394,0.39400000000000013,,,,,,
2024,2023,0.2,0.97,1000,20,306,380,190,190,2.597899999999999,0.0968,0.2463421052631579,14,18.731,4.731000000000002,17,15.351000000000003,1.6489999999999974,8,12.813999999999998,4.813999999999998,1,3.5510000000000006,2.5510000000000006,9,7.8260000000000005,1.1739999999999995,11,9.418000000000001,1.581999999999999,4,4.842,0.8419999999999996,13,9.213999999999999,3.7860000000000014,3.0,1.555,1.445,,,
2025,2024,0.2,0.97,1000,20,380,380,190,190,2.2839,0.1538,0.28064736842105265,3,4.667,1.6669999999999998,2,5.553,3.553,8,4.539,3.4610000000000003,5,5.275999999999999,0.2759999999999989,15,18.079,3.0790000000000006,16,11.464000000000002,4.535999999999998,9,11.81,2.8100000000000005,7,6.1049999999999995,0.8950000000000005,6.0,10.119,4.119,14.0,9.985,4.015000000000001
2023,2022,0.2,0.95,1000,18,306,306,153,153,2.055222222222222,0.17066666666666663,0.23860784313725492,13,14.706,1.7059999999999995,17,16.23,0.7699999999999996,8,7.641999999999999,0.35800000000000143,1,2.4059999999999997,1.4059999999999997,2,1.5839999999999999,0.41600000000000015,6,3.6820000000000004,2.3179999999999996,16,13.924,2.0760000000000005,4,4.372,0.3719999999999999,,,,,,
