date,home,away,home_goals,away_goals,home_first_half_goals,away_first_half_goals,home_second_half_goals,away_second_half_goals,home_shots_official,away_shots_official,home_ck,away_ck,home_fk,away_fk,home_livetxt,away_livetxt,home_shots_livetxt,away_shots_livetxt,home_shots_on_target,away_shots_on_target,home_xg,away_xg,livetxt_found,url,error,source_file,basic_refilled,basic_refill_status,home_possession,away_possession,home_pass_success,away_pass_success,home_offside,away_offside,manual_completed,manual_note
2026-02-07,栃木C,仙台,1,4,0,2,1,2,10,13,7,3,14,18,栃木C,仙台,10,11,3,5,0.93,1.3,True,https://www.jleague.jp/match/j2j3/2026/020704/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-07,横浜FC,山形,1,2,0,2,1,0,16,9,7,4,15,8,横浜FC,山形,16,9,5,5,1.9,1.02,True,https://www.jleague.jp/match/j2j3/2026/020705/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-07,湘南,秋田,1,2,0,1,1,1,11,18,5,4,10,15,湘南,秋田,10,16,3,2,0.8,2.19,True,https://www.jleague.jp/match/j2j3/2026/020706/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-07,大宮,松本,2,1,2,0,0,1,11,12,8,2,18,14,大宮,松本,11,11,6,5,0.71,0.59,True,https://www.jleague.jp/match/j2j3/2026/020707/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-07,甲府,福島,4,1,3,1,1,0,12,15,5,4,6,16,甲府,福島,11,15,5,5,1.09,1.76,True,https://www.jleague.jp/match/j2j3/2026/020708/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-07,磐田,長野,0,0,0,0,0,0,9,8,3,9,20,12,磐田,長野,9,8,3,3,0.58,0.59,True,https://www.jleague.jp/match/j2j3/2026/020709/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-07,奈良,徳島,0,6,0,3,0,3,14,13,7,2,6,8,奈良,徳島,13,13,3,10,1.07,1.38,True,https://www.jleague.jp/match/j2j3/2026/020710/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-07,北九州,鳥取,1,3,1,1,0,2,10,14,5,4,17,8,北九州,鳥取,11,14,2,6,1.04,1.48,True,https://www.jleague.jp/match/j2j3/2026/020711/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-08,藤枝,岐阜,0,2,0,1,0,1,13,11,6,4,12,11,藤枝,岐阜,8,11,1,6,0.79,1.73,True,https://www.jleague.jp/match/j2j3/2026/020807/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-08,いわき,札幌,1,0,1,0,0,0,23,5,5,3,6,16,いわき,札幌,23,4,5,0,1.88,0.34,True,https://www.jleague.jp/match/j2j3/2026/020808/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-08,愛媛,新潟,0,1,0,1,0,0,21,8,7,5,6,16,愛媛,新潟,21,7,7,3,1.5,0.58,True,https://www.jleague.jp/match/j2j3/2026/020809/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-08,FC大阪,讃岐,0,1,0,1,0,0,18,11,6,7,14,15,FC大阪,讃岐,18,10,2,6,1.41,1.46,True,https://www.jleague.jp/match/j2j3/2026/020810/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-08,今治,金沢,0,0,0,0,0,0,6,15,5,5,19,12,今治,金沢,6,15,1,4,0.43,1.61,True,https://www.jleague.jp/match/j2j3/2026/020811/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-08,高知,富山,3,1,2,1,1,0,19,10,8,9,5,19,高知,富山,19,10,10,5,2.12,1.39,True,https://www.jleague.jp/match/j2j3/2026/020812/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-08,熊本,山口,2,1,0,0,2,1,11,13,7,2,8,12,熊本,山口,10,12,4,3,1.41,1.06,True,https://www.jleague.jp/match/j2j3/2026/020813/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-08,鹿児島,宮崎,2,3,1,2,1,1,10,6,6,3,15,18,鹿児島,宮崎,8,5,3,2,0.98,0.4,True,https://www.jleague.jp/match/j2j3/2026/020815/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-08,琉球,鳥栖,2,2,2,1,0,1,15,17,4,8,6,9,琉球,鳥栖,13,16,4,6,2.25,1.84,True,https://www.jleague.jp/match/j2j3/2026/020816/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-14,群馬,八戸,0,1,0,0,0,1,6,12,2,3,12,12,群馬,八戸,6,10,2,1,0.73,0.91,True,https://www.jleague.jp/match/j2j3/2026/021406/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-14,横浜FC,仙台,0,1,0,0,0,1,10,12,3,4,11,14,横浜FC,仙台,10,12,4,4,0.75,0.55,True,https://www.jleague.jp/match/j2j3/2026/021407/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-14,湘南,相模原,4,0,1,0,3,0,14,5,7,2,16,21,湘南,相模原,14,5,7,1,1.53,0.29,True,https://www.jleague.jp/match/j2j3/2026/021408/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-14,大宮,札幌,3,2,1,1,2,1,22,14,6,6,8,15,大宮,札幌,22,12,6,3,2.27,1.53,True,https://www.jleague.jp/match/j2j3/2026/021409/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-14,甲府,長野,2,0,2,0,0,0,14,4,6,3,15,17,甲府,長野,13,4,5,0,1.21,0.15,True,https://www.jleague.jp/match/j2j3/2026/021410/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-14,藤枝,松本,2,0,0,0,2,0,16,6,6,5,11,11,藤枝,松本,16,6,6,0,0.0,0.0,True,https://www.jleague.jp/match/j2j3/2026/021411/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-14,奈良,今治,1,0,1,0,0,0,8,11,4,4,13,13,奈良,今治,6,10,1,4,0.41,1.11,True,https://www.jleague.jp/match/j2j3/2026/021412/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,栃木SC,山形,1,2,0,0,1,2,18,11,4,2,9,16,栃木SC,山形,18,10,7,3,1.19,1.14,True,https://www.jleague.jp/match/j2j3/2026/021505/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,栃木C,秋田,0,1,0,0,0,1,3,9,3,2,25,17,栃木C,秋田,3,9,1,2,0.17,0.7,True,https://www.jleague.jp/match/j2j3/2026/021506/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,いわき,福島,3,1,1,0,2,1,27,7,7,3,14,18,いわき,福島,26,7,8,2,2.47,0.44,True,https://www.jleague.jp/match/j2j3/2026/021507/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,岐阜,磐田,2,1,0,0,2,1,5,10,4,1,16,17,岐阜,磐田,5,10,4,5,0.3,0.67,True,https://www.jleague.jp/match/j2j3/2026/021508/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,FC大阪,高知,2,2,1,1,1,1,15,13,6,2,12,13,FC大阪,高知,14,13,5,4,1.36,1.17,True,https://www.jleague.jp/match/j2j3/2026/021509/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-15,讃岐,富山,1,5,1,2,0,3,8,16,4,6,10,13,讃岐,富山,9,15,2,7,0.5,2.55,True,https://www.jleague.jp/match/j2j3/2026/021510/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,徳島,新潟,4,0,2,0,2,0,13,8,5,6,14,12,徳島,新潟,14,9,9,0,1.15,0.97,True,https://www.jleague.jp/match/j2j3/2026/021511/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,愛媛,金沢,2,2,0,1,2,1,15,8,9,8,15,10,愛媛,金沢,13,7,6,2,1.37,1.5,True,https://www.jleague.jp/match/j2j3/2026/021512/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-15,山口,滋賀,2,1,2,0,0,1,11,5,7,3,10,12,山口,滋賀,11,5,3,3,0.9,0.66,True,https://www.jleague.jp/match/j2j3/2026/021513/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,鳥栖,熊本,1,1,1,0,0,1,11,10,2,0,19,10,鳥栖,熊本,10,11,3,3,1.55,0.92,True,https://www.jleague.jp/match/j2j3/2026/021514/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-15,大分,北九州,2,0,0,0,2,0,18,12,2,7,6,12,大分,北九州,18,12,8,4,2.11,1.64,True,https://www.jleague.jp/match/j2j3/2026/021515/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,宮崎,鳥取,3,1,2,0,1,1,13,9,7,3,8,7,宮崎,鳥取,13,9,6,2,2.1,0.64,True,https://www.jleague.jp/match/j2j3/2026/021516/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-15,鹿児島,琉球,3,1,1,1,2,0,24,8,9,2,5,14,鹿児島,琉球,24,8,7,2,2.79,0.59,True,https://www.jleague.jp/match/j2j3/2026/021517/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-21,群馬,山形,1,1,0,1,1,0,24,10,12,4,10,10,群馬,山形,24,10,4,4,3.02,1.12,True,https://www.jleague.jp/match/j2j3/2026/022107/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-21,湘南,八戸,1,0,0,0,1,0,7,16,2,5,14,13,湘南,八戸,7,17,2,2,0.7,1.21,True,https://www.jleague.jp/match/j2j3/2026/022108/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-21,相模原,秋田,1,2,1,1,0,1,11,11,3,6,14,16,相模原,秋田,11,11,6,2,0.87,1.22,True,https://www.jleague.jp/match/j2j3/2026/022109/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-21,大宮,福島,6,0,2,0,4,0,17,10,6,3,13,12,大宮,福島,16,9,11,2,2.56,0.64,True,https://www.jleague.jp/match/j2j3/2026/022110/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-21,長野,札幌,1,1,1,1,0,0,4,16,2,7,11,12,長野,札幌,4,16,1,6,0.43,2.68,True,https://www.jleague.jp/match/j2j3/2026/022111/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-21,磐田,松本,1,2,0,1,1,1,14,11,3,2,19,9,磐田,松本,13,11,2,7,1.36,1.73,True,https://www.jleague.jp/match/j2j3/2026/022112/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-21,藤枝,甲府,1,1,1,1,0,0,8,12,4,4,11,12,藤枝,甲府,7,12,2,3,0.57,1.1,True,https://www.jleague.jp/match/j2j3/2026/022113/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-21,奈良,愛媛,2,2,1,1,1,1,9,20,3,13,13,8,奈良,愛媛,8,20,3,7,1.21,2.57,True,https://www.jleague.jp/match/j2j3/2026/022114/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-21,宮崎,鳥栖,2,1,1,1,1,0,10,11,3,9,10,17,宮崎,鳥栖,10,11,4,5,0.97,1.1,True,https://www.jleague.jp/match/j2j3/2026/022115/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-21,琉球,滋賀,0,0,0,0,0,0,13,12,3,6,14,7,琉球,滋賀,12,11,2,2,1.24,1.37,True,https://www.jleague.jp/match/j2j3/2026/022116/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-22,栃木SC,仙台,1,2,1,0,0,2,7,12,2,6,10,15,栃木SC,仙台,7,11,3,4,0.6,1.03,True,https://www.jleague.jp/match/j2j3/2026/022205/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-22,横浜FC,栃木C,5,1,2,1,3,0,19,15,1,5,18,23,横浜FC,栃木C,18,15,8,5,1.84,1.32,True,https://www.jleague.jp/match/j2j3/2026/022206/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-22,岐阜,いわき,0,0,0,0,0,0,9,7,5,3,16,15,岐阜,いわき,9,7,1,1,1.12,0.55,True,https://www.jleague.jp/match/j2j3/2026/022207/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-22,讃岐,新潟,0,3,0,1,0,2,13,12,6,5,15,12,讃岐,新潟,13,8,4,4,0.72,0.79,True,https://www.jleague.jp/match/j2j3/2026/022208/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-22,徳島,富山,1,3,1,1,0,2,10,14,8,4,14,11,徳島,富山,9,13,3,8,1.01,0.87,True,https://www.jleague.jp/match/j2j3/2026/022209/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-22,今治,FC大阪,2,0,1,0,1,0,6,13,1,8,16,10,今治,FC大阪,6,13,3,1,0.76,1.31,True,https://www.jleague.jp/match/j2j3/2026/022210/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-22,高知,金沢,3,2,3,0,0,2,14,11,5,9,15,7,高知,金沢,12,10,4,6,0.79,1.2,True,https://www.jleague.jp/match/j2j3/2026/022211/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-22,熊本,北九州,4,1,1,1,3,0,17,15,4,3,9,14,熊本,北九州,17,14,7,3,2.17,0.98,True,https://www.jleague.jp/match/j2j3/2026/022212/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-22,大分,鳥取,2,0,0,0,2,0,13,4,7,2,12,12,大分,鳥取,13,4,4,0,1.22,0.21,True,https://www.jleague.jp/match/j2j3/2026/022213/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-22,鹿児島,山口,1,0,0,0,1,0,21,8,7,4,9,16,鹿児島,山口,23,8,8,0,1.58,0.87,True,https://www.jleague.jp/match/j2j3/2026/022214/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-25,大分,滋賀,2,0,1,0,1,0,10,10,1,1,11,8,大分,滋賀,10,10,4,1,1.8,0.54,True,https://www.jleague.jp/match/j2j3/2026/022501/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-28,仙台,八戸,0,0,0,0,0,0,12,9,4,4,15,7,仙台,八戸,12,9,1,4,1.1,1.03,True,https://www.jleague.jp/match/j2j3/2026/022806/live/,,j2j3_2026_match_stats_0104.csv,True,filled,,,,,,,,
2026-02-28,栃木C,湘南,1,3,0,2,1,1,9,11,10,4,13,10,栃木C,湘南,10,12,2,7,0.82,0.95,True,https://www.jleague.jp/match/j2j3/2026/022807/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
2026-02-28,群馬,秋田,3,2,3,0,0,2,12,21,4,10,13,6,群馬,秋田,11,20,5,8,2.29,2.21,True,https://www.jleague.jp/match/j2j3/2026/022808/live/,,j2j3_2026_match_stats_0104.csv,False,,,,,,,,,
